,id,title,text
410,4207,استان ایغدیر,استان ایگدیر فهرست استان ترکیه استان
411,4208,استان حکاری,استان حکاری فهرست استان ترکیه استان
412,4209,استان اسپارتا,استان اسپارتا فهرست استان ترکیه استان
413,4210,استان زونگولداغ,استان زونگولداغ فهرست استان ترکیه استان
414,4211,ازمیر,منبع ازمیر شهر مروارید اژه فهرست کشور مستقل زمان اروپا شرق ساعت تابستان اروپا شرق ناحیه ترکیه ناحیه اژه استان ترکیه استان ازمیر شهردار عزیز قوجااوغلو
415,4212,استان قیصریه,استان قیصریه فهرست استان ترکیه استان
416,4213,استان الازیغ,استان الازیغ فهرست استان ترکیه استان محل استان الازیغ ترکیه
417,4214,استان قرا,استان قرا فهرست استان ترکیه استان
418,4215,استان قارص,استان قارص سخ ارمنی فهرست استان ترکیه استان استان قارص ترکیه
419,4216,استان کیلیس,استان کیلیس فهرست استان ترکیه استان
420,4217,استان قسطمونی,استان قسطمونی فهرست استان ترکیه استان
421,4218,استان قیریق قلعه,استان قیریق قلعه فهرست استان ترکیه استان
422,4219,ارزنجان,ا رز نجان نام تاریخ ارزینگان نام شهر ترکیه شهر کیلومتر شرق آنکارا کیلومتر غرب مرز بازرگان دشت سرسبز حاصلخیز واقع مرکز استان ارزنجان ترکیه مناطق تفریح پیرامون شهر مرکز اسکی آکبولوت شهر سرسبز کمالیه کانو کانوسواری کارانلیک بغاز دهکده رفاهیه آبشار گیرولیک آبشار گیرو لیک نام برد مناطق باستانی تاریخ عبارتند منطقه اورارتو
423,4220,استان قرشهر,استان قرشهر فهرست استان ترکیه استان
424,4221,استان کوتاهیه,استان کوتاهیه فهرست استان ترکیه استان
425,4222,استان ملطیه,استان ملطیه فهرست استان ترکیه استان
426,4223,استان مانیسا,استان مانیسا فهرست استان ترکیه استان
427,4224,استان استانبول,استان استانبول فهرست استان ترکیه استان
428,4225,استان ماردین,یادکرد دقیق استان ماردین فهرست استان ترکیه استان
429,4226,استان عثمانیه,استان عثمانیه فهرست استان ترکیه استان
430,4227,مرسین,کاربرد مرسین شهر کشور زمان اروپا شرق ساعت ساعت تابستان اروپا شرق ساعت تابستان ناحیه ترکیه ناحیه ناحیه مدیترانه فهرست استان ترکیه استان استان مرسین
431,4228,استان موغله,استان موغله فهرست استان ترکیه استان
432,4229,استان موش,استان موش فهرست استان ترکیه استان
433,4230,استان ریزه,استان ریزه فهرست استان ترکیه استان
434,4231,استان سقاریه,استان سقاریه فهرست استان ترکیه استان
435,4240,بروجن,بهبود منبع جعبه شهر ایران نام رسم بروجن نقشه آری عرض جغرافیایی جغرافیایی تصویر اندازه تصویر برچسب تصویر منطقه گردشگری سیاسرد غروب آفتاب فصل تابستان استان چهارمحال بختیار شهرستان بروجن مرکزی شهرستان بروجن مرکزی دهستان نام محل اورجن نام یونان نام قدیم ارجست لقب شهرت بام ایران مهد فهرهنگ هنر بام ایران استان مرتفع تربودن بروجن شهرکرد بام ایران استان مرتفع تربودن بروجن شهرکرد
436,4247,شایسته سالار,منبع شیوه حکومت شایسته سالار شیوه حکومت مدیریت گفت#گو دست اندرکاران پایه توانایی شایستگی برگزیده پاره قدرت مالی موقعیت اجتماع فامیل
437,4248,زمین انسان,جعبه اطلاعات کتاب عنوان زمین انسان عنوان اصل برگرداننده تصویر پرونده زیرنویس تصویر نویسنده آنتوان سنت اگزوپری تصویرگر طراح جلد زبان فرانسوی مجموعه موضوع ادبیات سبک ناشر ناشر فارس محل انتشارات تاریخ نشر تاریخ نشر فارس محل ناشر فارس رسانه صفحه شابک پرواز شبانه خلبان جنگ
438,4254,پرچم ایران,نوشتار برگزیده پرچم رنگ اردیبهشت دوره ناصرالدین شاه قاجار رنگ رنگ سبز سفید قرمز حمید ندیم پرچم ملی
439,4255,ناهید,کاربرد ناهید نام آناهید پارس میانه آناهیتا پارس باستان نام پیشوند منفی نا واژه زبان اوستا اوستا آلوده پدید معنی نا آلوده پاک گناه فرهنگ ریشه شناختی زبان فارس محمد حسن دوست بهمن سرکاراتی تهران فرهنگستان زبان ادب فارس نشر آثار جلد ص واژه پارس آهو معنی عیب گناه ریشه ایزدبانوی آب
440,4256,اعداد حساب,اعداد حساب اعداد طبیعی اعداد عرب دستگاه اعداد عرب صفر اضافه اعداد حساب اعداد صحیح نامنفی گفت#گو صفحه مجموعه اعداد طبیعی مجموعه عدد صفر اضافه مجموعه اعداد حساب صورت ان م می‌ز نشان داد#ده حقیقت حرف کلمه انگلیسی معنی معمولا خط ان میگذارند کلمات قاطی شد#شو
441,4257,قضیه اساس علم حساب,قضیه اساس حساب
442,4259,ادوین هابل,جدول اطلاعات دانشمند نام ادوین هابل تصویر عرض تصویر زیرنویس تاریخ تولد تولد زادگاه مارشفیلد میزوری تاریخ مرگ مرگ سن محل مرگ سان مارینو کالیفرنیا محل زندگی شهروند ملیت آمریکایی تبار رشته فعالیت اخترشناس دانش آموخته محل کار بنیاد گذار استاد راهنما دانشجو دکتری دلیل شهرت ت ثیرات جوایز مدال فرانکلین همسر دین پانویس
443,4263,ادو ن هابل,ادوین هابل
444,4269,عدد صحیح,مجموعه مجموعه عدد صحیح عدد درست مجموعه اعداد طبیعی قرینه اعداد طبیعی اعداد متناظر منفی اعداد طبیعی مجموعه عدد صفر عضو گفت#گو زبان اعداد علامت اعداد صحیح نامید#نام مجموعه اعداد صحیح مثبت صفر اعداد صحیح منفی ریاضیات ریاضی ات معمولا مجموعه ابتدا کلمه آلمان معنی اعداد نشان همانند مجموعه اعداد طبیعی مجموعه اعداد صحیح مجموعه شمارای نامتناهی ست
445,4274,ناصر,پرونده بندانگشت چپ تصویر قدیم یعقوب حواری پولس رسول هنرمند ناشناس واژه ناصر نصارا انگلیسی کلمه عبری ن ص ر معنا نگه حفظ تشخیص فرقه قوم یهود استفاده می‌شده اعتقاد عیسی مسیحا فرقه جهان یهود منشعب اقوام نژاد پیوند عنوان آئین مسیح شناخت#شناس ناصر عموما عنوان مسیحیانی پذیرفته شد#شو رهبر یعقوب پسر حلفا یعقوب عادل شاگرد عیسی بود#باش
446,4275,دانشگاه آزاد اسلام واحد لاهیجان,جعبه اطلاعات واحد دانشگاه آزاد نام واحد لاهیجان دانشکده نام تصویر زیرنویس تصویر بنیانگذاری همنام شهر بلی رییس دکتر سهراب کردرستمی معاون آموزش معاون پژوهش معاون دانشجویی کارمند هیات علم دانشجو نیازمند منبع مستقل دانش آموختگان نیازمند منبع مستقل تحصیلات تکمیل کاردان نیازمند منبع مستقل کارشناس نیازمند منبع مستقل کارشناس ارشد نیازمند منبع مستقل دکترا
447,4281,استان نوشهر,استان نوشهر فهرست استان ترکیه استان
448,4282,استان قرقلرایلی,استان قرقلرایلی فهرست استان ترکیه استان
449,4283,استان سامسون,استان ازمیر فهرست استان ترکیه استان
450,4284,استان نیغده,استان نیغده فهرست استان ترکیه استان
451,4285,استان قونیه,استان قونیه فهرست استان ترکیه استان
452,4286,استان اردو,استان اردو فهرست استان ترکیه استان
453,4287,استان شانلی اورفه,استان شانلی اورفه فهرست استان ترکیه استان
454,4288,استان سعرد,استان سعرد سخ ارمنی فهرست استان ترکیه استان محل استان سعرد نقشه ترکیه
455,4289,استان سینوپ,استان سینوپ فهرست استان ترکیه استان
456,4290,استان شرناق,استان شرناق فهرست استان ترکیه استان
457,4291,استان سیواس,استان سیواس فهرست استان ترکیه استان
458,4292,استان تکیرداغ,استان تکیرداغ فهرست استان ترکیه استان
459,4293,استان توقات,استان توقات فهرست استان ترکیه استان
460,4294,استان ترابزون,استان ترابزون فهرست استان ترکیه استان
461,4295,استان تونج ایل,یادکرد دقیق استان تونج ایل فهرست استان ترکیه استان محل استان تونج ایل نقشه ترکیه
462,4296,استان عشاق,استان اوشاک فهرست استان ترکیه استان
463,4297,استان یالوا,استان یالوا فهرست استان ترکیه استان
464,4299,استان یوزغاد,استان یوزگات فهرست استان ترکیه استان
465,4300,استان آنتالیا,استان آنتالیا فهرست استان ترکیه استان
466,4301,استان آدیامان,استان آدیامان فهرست استان ترکیه استان
467,4306,روان شناخت#شناس جنایی,مفاهیم روان شناخت#شناس روان شناخت#شناس جنایی شاخه دانش روان شناخت#شناس عوامل روان بزه جرم بزهکاری پرداخت#پرداز روانشناسی جنایی علم مطالعه شخصیت بزهکاران روش بازاجتماعی بررسی نقش محیط معنا عام رفتار مجرمانه گسن ریموند ترجمه مهدی کی آمد#آ مقدمه جرم شناخت#شناس تهران
468,4313,دانشگاه علوم پزشک بابل,دانشگاه نام دانشگاه علوم پزشک بابل تصویر ت سیس بنیانگذار دولت شهر بابل شهر بابل مازندران ایران پرچم ایران رئیس د تر سید مظفر ربیع سرپرست یادکرد وب نشانی عنوان دانشگاه علوم پزشک بابل ریاست دانشگاه معاون دانشجویی دکتر نبی اله سلطان پور یادکرد وب نشانی عنوان دانشگاه علوم پزشک بابل معاونت فرهنگ دانشجویی معاون آموزش دکتر یداله زاهد پاشا یادکرد وب نشانی عنوان دانشگاه علوم پزشک بابل معاونت آموزش
469,4321,هر پاتر,کاربرد هر پاتر پرونده وسط نشان خانوادگی هاگوارتز نمایندگی چهاربرج ساعت گرد راست اسلیترین ریو نکلا هافلپاف گریفندور همراه شعار مدرسه هرگز اژدهای خفته قلقلک داد#ده هر پاتر سنگ جادو سخ
470,4323,دشت لوت,دشت لوت بیابان لوت دید فضا ایران کویر موقعیت دشت لوت نقشه مسیر لوت پرونده بندانگشت چپ تصویربرداری فضایی دشت لوت
471,4329,پاتر,تغییرمسیر هر پاتر شخصیت
472,4332,ارس,کاربرد جعبه اطلاعات رود نام رودخانه رودخانه ارس تصویر عنوان تصویر رود ارس منطقه مرز پلدشت سرچشمه استان ارزروم ارزروم ترکیه ریزشگاه رود کورا ریزشگاه‌های حوزه زهکش سخ کیلومتر پرونده بندانگشت رود ارس استان مغان دوره خلفا عباس
473,4335,ماد,جعبه اطلاعات دودمان قدیم شاهنشاه ماد ماد آسیا ایران پادشاه میلاد میلاد هووخشتره قبایل مادی متحد نمود کور گشودن هگمتانه دولت ماد سرنگون نمود
474,4337,سقز,جعبه شهر ایران نام رسم سقز نقشه آری عرض جغرافیایی جغرافیایی تصویر اندازه تصویر برچسب تصویر استان کردستان شهرستان سقز مرکزی شهرستان سقز مرکزی دهستان نام محل قز املا کردی سوران نام نام قدیم ایزیرتو ایزیرتا مدرک ساکز سخ اسکاکیت مدرک سال شهر دست سال ق م رشدجمعیت تراکم جمعیت مساحت ارتفاع مدرک میانگین بارش سالانه میلی شمارروزهای یخبندان شهردار ضیا الدین نعمانی سال ت سیس شهردار
475,4339,استان زنجان,جعبه استان ایران نام استان زنجان نقشه موقعیت مرکز زنجان مختصات عرض موقعیت نسبی استان واقع شمال غرب ایران مساحت سال جمعیت جمعیت پورتال وزارت کشور جمعیت استان زنجان پراکندگی جمعیت بیشترین جمعیت درصد شهرستان زنجان شهرستان زبان ترکی آذربایجان فارس
476,4363,آلبوس دامبلدور,شخصیت هر پاتر نام آلبوس پرسیوال والفریک برایان دامبلدور تصویر توضیح تصویر مایکل گامبون نقش آلبوس دامبلدور جنسیت مذکر تاریخ تولد ژوئیه آگوست تیر مرداد شهریور تاریخ مرگ جون تیر عمر سال ماه هفته روز مکان مرگ برج ستاره شناخت#شناس قلعه هاگوارتز مو نقرهای قبلا قهوه مایل قرمز چشم آب مقر دفتر مدیریت هاگوارتز گروه گریفندور خون اصیل مالک محفل ققنوس
477,4368,شرکت گوگل,گوگل
478,4375,تیر,توجه نوشتن عنوان خبر زمان مضارع مخصوص زبان انگلیسی استفاده زمان استمرار عنوان خبر نشان دهنده وقوع خبر آینده خبر اتفاق افتاد#افت زمان گذشته استفاده توجه خبر منبع نقل خبر منبع معتبر حذف توجه پیوند قرار داد#ده جنبه خبر تفسیر توجه شرح خبر زبان فارس خواهشمنیدم وب گاه خبر عضویت پیوند داد#ده توجه عنوان مناسب خبر انتخاب
479,4376,تلسکوپ فضایی هابل,جعبه تلسکوپ فضایی نام تلسکوپ فضایی هابل تصویر پرونده زیرنویس تصویر هابل توسط شاتل اس تی اس ماموریت دوم بنیاد ناسا سازمان فضایی اروپا مؤسسه علوم تلسکوپ فضایی پیمان کار کد مکان مدار زمین مدار دایره مدار زمین ارتفاع کیلومتر مایل دوره دقیقه دوره روز سرعت ثانیه فوت ثانیه
480,4377,برتو مونارد,برتو مونارد اخترشناس آماتور ی انفجار پرتو گاما مشاهده برتو مونارد آفریقا جنوبی زندگی فوران گاما روز ژوئیه میلاد ساعت فوران اصل تلسکوپ اینچ حدودا سانتی متری رصد اعلان فوران گاما دریافت کمک عکسبرداری متوالی موفق تشخیص جرم مونارد رصد ابرنواختر کارنامه نجوم مدرک منابع سانتی رده اخترشناس اهل آفریقا جنوبی
481,4379,نجوم,تغییرمسیر اخترشناسی
482,4382,نقشه بردار مریخ,پرونده نقشه بردار مریخ انگلیسی اختصار سال فراز مریخ هزار سیاره چرخیده حاصل گردش هزار تصویر مناطق مختلف مریخ دوربین قوی نقشه بردار تصویر دقیق سطح مریخ کرد#کن تفکیک پذیرفت#پذیر آنهابه اندازه ایست عارضه اندازه مینی بوس تشخیص موفق اطلس مریخ
483,4383,باشگاه نجوم,منبع
484,4385,آسمان نما مسکو,منبع آسمان نما مسکو آسمان نما آسمان نمایی سال میلاد شهر مسکو آغاز کار آسمان نما میلاد اوج کار آسمان نما توجه منجم آماتور حرفه‌ای روسیه مشکلات سیاسی اقتصاد کمک دولت آسمان نما قطع سال میلاد آسمان نما بست#بند سال میلاد سال تخریب فرسودگی توجه آسمان نما طرح بازسازی مرکز آغاز ستاره شناخت#شناس خرد رده آسمان نما
485,4388,نظریه بازی,تمیزکار بهبود منبع نوار جانبی علم اقتصاد نظریه بازی مطالعه مدل ریاضی مدل‌های ریاضی درگیر همکار تصمیم انتخاب هوشمندانه منطق تصمیم گیرندگان بازی راجر میرسون
486,4391,حزب ناسیونال سوسیالیست کارگر آلمان,پرونده بندانگشت نشان حزب نازی پرونده بندانگشت پرچم حزب نازی حزب ناسیونال سوسیالیست کارگر آلمان صدا گوش
487,4394,آلمان نازی,را آلمان آلمان اروپا آلمان دوره جنگ جهانی جنگ جهانی تصرف قدرت ژانویه استانداردسازی فوریه آنشلوس مارس جنگ جهانی سپتامبر مرگ آدولف هیتلر آوریل تسلیم آلمان مه رایشسرات آلمان رایشسرات شورا دولت جمهوری وایمار
488,4395,دیکتاتور,کاربرد درست بهبود منبع پرونده بندانگشت استالین سال بزرگ خطرناک دیکتاتوران تاریخ دیکتاتور مستبد فرمانروا بیش موارد پایه گذار استبداد نظام حکومت استبداد اطلاق معنا واژه تعاریف مواقع رحم ستم همراه گشت#گرد واژه دیکتاتور زبان فرانسه فارس
489,4396,نیرو متفقین,متفقین معنا عام ملت گروه انجام کاشت#کار اهداف مشترک پیمان اتحاد بست#بند متفقین معنا کشور جنگ جهانی مقابل قدرت مرکزی نیرو متحدین جنگید#جنگ جنگ جهانی جنگ نیرو محور متحدین ادامه جنگ جهانی نوشتار اصل متفقین جنگ جهانی متفق پیمان اصل فرانسه بلژیک امپراتور انگلستان روسیه میلاد ایتالیا مه میلاد
490,4397,نیرو محور,پرونده بندانگشت چپ کشور محور رنگ آب نقشه نیرو محور دول محور متحدین حاصل اتحاد آلمان نازی
491,4398,هاینریش هیملر,هاینریش لوییتپولد هیملر پرونده اس اس مسلح فرمانده اس اس ژانویه آوریل آدولف هیتلر ارهارد هایدن کارل هانکه رییس پلیس آلمان ژوئن آوریل آدولف هیتلر سازمان تازه تاسیس کارل هانکه کمیساریای را تقویت ملیت آلمان اکتبر آوریل آدولف هیتلر سازمان تازه تاسیس سازمان منحله
492,4399,نبرد,جعبه اطلاعات کتاب عنوان نبرد عنوان اصل برگرداننده تصویر پرونده زیرنویس تصویر نبرد نویسنده آدولف هیتلر تصویرگر طراح جلد زبان آلمان مجموعه موضوع سبک ناشر ناشر فارس محل انتشارات تاریخ نشر ژوئیه تاریخ نشر فارس محل ناشر فارس رسانه صفحه قطع شابک
493,4400,جنگ جهانی,بهبود منبع جعبه جنگ جنگ جنگ جهانی قسمت تصویر پرونده زیرنویس چپ نیرو چینی جنگ وانجیالینگ توپ میلیمتری استرالیا اوایل نبرد شمال آفریقا نبرد العلمین بمب افکنهای آلمان جبهه شرق نبرد دسامبر واحد نیرو دریا آمریکا خلیج لینگاین ویلهلم کایتل امضا مفاد تسلیم آلمانی‌ها نیرو اتحاد جماهیر سوسیالیستی شوروی شوروی نبرد استالینگراد زمان سپتامبر میلاد سپتامبر میلاد میلاد سخ
494,4401,هولوکاست,نوار یهودیت گسترش نحش هولوکاست هولوکاست یونان سوخت#سوز کشتار نسل کشید#کش یازده میلیون نفر بخصوص میلیون یهود یهود کشتار یهود وزارت خارجه اسرائیل پایه نژاد مذهب ملیت جنگ جهانی بدست آلمان نازی میلاد انتهای میلاد اردوگاه مرگ آلمان نازی اطلاق
495,4402,کابینه هیتلر,لیستی اعضا کابینه آدولف هیتلر هیتلر ژانویه میلاد آوریل میلاد ژانویه پرونده بندانگشت کابینه تازه تشکیل هیتلر سال آدولف هیتلر ا ن ا س دی ای صدر اعظم فرانتس فن پاپن جانشین صدر اعظم آلمان کنستانتین فرایهر فن نویرات وزیر امور خارجه آلمان ویلهلم فریک ا ن ا س دی ای وزیر کشور آلمان لوتز گراف شورین فن کروسیک وزیر دارایی آلمان آلفرد هاگنبرگ دی ا ن وزیر اقتصاد آلمان وزیر کشاورزی آلمان
496,4404,مرگ هیتلر,طرفدار پرونده بندانگشت پرونده مرگ آدولف هیتلر رهبر را شامگاه آوریل میلاد اتفاق افتاد#افت وسیله سیانور شلیک تپانچه سر خودکشی هیتلر زمان مرگ سال هیتلر ساعت مرگ معشوقه اوا براون زمان فعالیت حزب نازی عکاس مشتری آشنا پیمان زناشویی بست#بند خبر نفوذ نیرو متفقین تائید هیتلر ساعات عمر اوا براون
497,4406,زاینده رود,کاربرد زاینده رود رودخانه زاینده رود اصفهان استان اصفهان زاگرس گاوخونی حوضه بسته ایران پرونده بندانگشت پل
498,4408,وند فریدمن,جدول اطلاعات دانشمند نام وند فریدمن تصویر عرض تصویر زیرنویس تاریخ تولد تولد زادگاه تورنتو کانادا تاریخ مرگ محل مرگ محل زندگی شهروند ملیت کانادایی آمریکایی تبار رشته فعالیت فیزیک محل کار فارغ التحصیل دانشگاه تورنتو بنیاد گذار استاد راهنما دانشجو دکتری دلیل شهرت ت ثیرات جوایز دین پانویس امضا
499,4409,هنریتا سو لیویت,پرونده چپ بندانگشت سو لیویت هنریتا سو لیویت انگلیسی ستاره شناس آمریکا یی خانم سو لیویت ناشنوا توسط فیزیکدان ان دانشگاه هاروارد رصدخانه هاروارد استخدام کار خسته نورسنج ستارگان حجم عظیم عکس رصدخانه انجام
500,4410,هنر هیملر,هاینریش هیملر
501,4415,پرونده,شرح دلیل استفاده آزاد توضیحات طرح جلد کتاب نبرد منتشر ویکی پدیای انگلیسی منبع ویکی پدیای انگلیسی مقاله نبرد قسمت استفاده کیفیت پایین بله دلیل معرف جایگزین اطلاعات اجازه نامه طرح جلد کتاب نبرد منتشر ویکی پدیای انگلیسی جلد کتاب
502,4416,پرونده,منصفانه جنگ جهانی عکاس کشتار سوزاندن اسیر اردوگاه نازی
503,4417,فهرست ستاره شناسان,ستاره شناخت#شناس اخترشناس اخترفیزک دانان مشهور فهرست الفبا آ آگریپا منجم آگریپا آندرونیکوس آنتونیودی ای جن میشل یونان فرانسه آریستارخوس ساموسی آریستارخوس یونان تقریبا ق م تقریبا ق م آریاب هاتا ا ابو معشر بلخی ابومعشر جعفر ب ادوارد باول باول ادوارد بت انی محمد تیکو براهه براهه تیکو ابوریحان بیرونی بیرونی محمد خ عمر خیام خیام عمر ز زرقالی ابراهیم س
504,4422,فضا متری,ریاضیات فضا متری فضا متریک مجموعه گفت#گو مفهوم مفهوم فاصله موسوم متری مابین اعضا تعریف شد#شو انگیزه جمله کارآترین ابزار شیوه گسترش پیشرفت ریاضیات میدان زمینه حیات انسان تجرید مهم تعمیم فضا متری مفاهیم توپولوژی آنالیز ریاضی زوج مرتب مجموعه نقاط تابع حقیقی فضا متریک گفت#گو هرگاه
505,4423,نئونازیسم,تمیزکار تاریخ نوامبر درست تاریخ نوامبر نئونازیسم نئوفاشیسم جمعیت جنبش سیاسی زنده نازیسم فاشیسم اشاره صورت جنگ جهانی رواج یافت#یاب عقاید جنبش نئونازی آدولف هیتلر وفادار نشان ملی آلمان نازی صلیب شکسته متعلق آلمان دوره میلاد میلاد دامنه فعالیت
506,4425,اوا براون,جعبه زندگینامه نام شخص اوا براون نام تصویر عرض تصویر توضیح تصویر اوا براون هیتلر برگهوف نام ا وا آنا پاولا براون جوایز دریافتی لقب زمینه فعالیت ملیت اهل دوره فعالیت محل زندگی مذهب نهاد همسر آدولف هیتلر فرزند والدین فریدریش فریتز براون سخ فرانتسیکا فانی کرونبوگر آرامگاه مدفن نقش برجسته پیشه وب منصب سبک مکتب آثار تاریخ تولد فوریه محل تولد مونیخ تاریخ مرگ مرگ سن محل مرگ برلین امضا
507,4427,متری,فضا متری
508,4438,مردم بلوچ,بلوچ میلیون مدرک اطلاعات نامه جهان سنی حنفی دانشنامه جهان اسلام بلوچ بلوچستان قوم شناخت#شناس
509,4439,سازمان المللی شهاب,منبع سازمان المللی شهاب سازمان صد اخترشناس آماتور حرفه‌ای بارش شهاب بارش شهاب پدیده کار سازمان دنیا گزارش رصدگر رصدگر شهاب بارش مختلف دریافت سازمان دریافت گزارش رصدگر پراکنده مناطق مختلف زمینه بارش شهاب ویژگی کار پژوهش انجام
510,4443,کلدانی‌ها,مسیر مسیح کلدانی
511,4444,بطلمیوس ابهام زدایی,بتلمیوس منجی نام جانشین اسکندر فرانروایی مصر بطلمیوس فیلسوف اخترشناس یونان باستان ابهام زدایی
512,4446,اقوام باستانی,ماد پارس پارت‌ها آشوری‌ها آزتک‌ها کلدانی‌ها وندال‌ها اورارتوها گوتی‌ها لولوبی‌ها مانناها هوری‌ها کاسپی‌ها کاسی‌ها کادوسی‌ها آماردها هیتی‌ها هفتالی‌ها سغدی‌ها سکاها سرمت‌ها خوارزم باختری اسکیت آلان‌ها نبطی‌ها غزها خلخ ساردی‌ها سومری‌ها مایا هیکسوس‌ها خرد
513,4447,اوا بر,اوا براون
514,4451,گوگوش,جعبه بازیگر نام گوگوش تصویر توضیح تصویر گوگوش سال نام اصل فائقه آتشین زمینه فعالیت خوانندگی سینما ملیت ایران تاریخ تولد اردیبهشت سن تاریخ خورشید یادکرد وب نشانی عنوان زندگینامه گوگوش ناشر وبگاه رسم گوگوش محل تولد تهران ایران والدین صابر آتشین نسرین تاریخ مرگ محل مرگ محل زندگی تهران لس آنجلس مختصات محل زندگی
515,4455,سامانه اطلاعات مدیریت,تمیزکار سیستم اطلاعات مدیریت گونه سیستم‌های اطلاعات رایانه اطلاعات منابع مختلف مؤسسه تصمیم رده مدیریت پردازش کنترل مدیریت نیازمند اطلاعات توسط سیستم‌های پردازش مبادلات تولید سیستم‌های اطلاعات پشتیبان کنترل مدیریت اطلاعات تولید توسط سیستم‌های پردازش مبادلات پردازش شکل معنی داشت#دار مدیر ارائه سیستم‌های اطلاعات ی سیستم‌های اطلاعات مدیریت نامید#نام
516,4459,آلویس هیتلر,جعبه زندگینامه نام شخص آل س هیتلر نام تصویر عرض تصویر توضیح تصویر آلویس هیتلر نام جوایز دریافتی لقب زمینه فعالیت ملیت اهل دوره فعالیت محل زندگی مذهب نهاد همسر آنا گلاسل سخ فرانتسیکا ماتسلبرگر سخ کلارا هیتلر فرزند آدولف هیتلر آلویس هیتلر پسر آلویس هیتلر سخ گوستاو هیتلر آیدا هیتلر سخ اوتو هیتلر آنگلا هیتلر سخ ادموند هیتلر پائولا هیتلر والدین ماریا شیکل گروبر آرامگاه مدفن نقش برجسته پیشه وب منصب سبک مکتب آثار تاریخ تولد ژوئن میلاد
517,4460,کویت,جعبه اطلاعات کشور نام اصل دول الکویت نام فارس رسم دولت کویت نام عادی کویت تصویر پرچم تصویر نشان ملی شعار ملی سرود ملی سرود ملی کویت نقشه پایتخت کویت شهر کویت بزرگ شهر کویت شهر کویت زبان رسم زبان عرب حکومت امیرنشین حاکمان امیر سخ ولیعهد سخ وزیر نام حاکمان صباح احمد جابر صباح سخ نواف الاحمد الجابر الصباح سخ جابر مبارک الحمد الصباح تشکیل استقلال
518,4462,کلارا هیتلر,جعبه زندگینامه نام شخص کلارا هیتلر نام تصویر عرض تصویر توضیح تصویر کلارا هیتلر نام کلارا پولتزل جوایز دریافتی لقب زمینه فعالیت ملیت اتریش اهل دوره فعالیت محل زندگی اتریش مذهب مسیح نهاد همسر آلویس هیتلر فرزند آدولف هیتلر گوستاو هیتلر سخ اوتو هیتلر ادموند هیتلر سخ پائولا هیتلر والدین یوهان پولتزل سخ یوهانا هیدلر آرامگاه مدفن نقش برجسته پیشه وب منصب سبک مکتب آثار تاریخ تولد اوت میلاد محل تولد روستا اشپیتال خانه پلاک سخ اتریش
519,4463,لمعه دمشقیه,بهبود منبع کتاب الل مع الد مشق نامور کتب فقه شیعه دوزاده امام حوزه علمیه حوزه علمیه آموزش داد#ده کتاب نوشته شیخ شمس الدین محمد ابن مک ی عامل معروف شهید سال هجری قمر دمشق جرم شیعه کشت#کش کتاب علوم اسلام نوشته جمله کتاب معروف فقه کتاب عرب الل مع الدمشقی #هست کتاب گذشته جزو کتاب درس حوزه علم شیعی
520,4466,پائولا هیتلر,پرونده بندانگشت پاولا هیتلر پاولا هیتلر ژانویه میلاد ژوئن میلاد خواهر آدولف هیتلر فرزند آخر آلویس هیتلر سومین زن کلارا هیتلر پاولا ژانویه میلاد فیشلهام هارتفلد اتریش دنیا پائولا هرگز ازدواج کرد#کن بچه داشت#دار پیوند پاولا هیتلر خرد فرض هیتلر پاولا رده آدولف هیتلر رده درگذشتگان میلاد رده زادگان میلاد رده کاتولیک روم اهل اتریش
521,4468,آلویس هیتلر پسر,جعبه زندگینامه نام شخص آلویس هیتلر پسر نام تصویر عرض تصویر توضیح تصویر نام جوایز دریافتی لقب زمینه فعالیت ملیت اهل دوره فعالیت محل زندگی مذهب نهاد همسر بریجیت دوولینگ فرزند والدین آلویس هیتلر سخ فرانزیسکا متزلبرگر آرامگاه مدفن نقش برجسته پیشه وب منصب سبک مکتب آثار تاریخ تولد ژانویه میلاد محل تولد وین اتریش تاریخ مرگ مه میلاد سالگی محل مرگ هامبورگ آلمان امضا گفتاورد
522,4470,شهید,لحن نامناسب شیخ شمس الدین محمد بن مکی بن احمد عامل نبطی جزینی معروف شهید هق مشهور افقه الفقها امام الاعظم فقهای مشهور شیعه قرن هشتم هجری قمر مهم کتاب فقه لمعه دمشقیه شروح متعدد نوشت#نویس مختار پژوهش پیرامون شخصیت شهید کیهان اندیشه کیهان اندیشه شماره زندگی نامه
523,4471,بریجت داولینگ,پرونده بندانگشت بریجت داولینگ هیتلر سال بریجت الیزابت داولینگ هیتلر میلاد میلاد زن برادر آدولف هیتلر همسر آلویس هیتلر پسر دوبلین ایرلند دنیا آمد#آ همانجا میلاد هنگامی هفده همراه پدر ویلیام داولینگ مسابقات اسبدوانی آلویس هیتلر پسر ملاقات پیوند بستگان ایرلندی هیتلر تون مک کارت دانسته هیتلر دیلی تلگراف
524,4473,ویلیام پاتریک هیتلر,ویلیام پاتریک هیتلر مارس میلاد نوامبر میلاد معروف ویل برادر آدولف هیتلر پسر آلویس هیتلر پسر برادر ناتنی آدولف آلویس ملاقات دختر ایرلند ی نام برد#بر جت داولینگ دوبلین ویلیام پاتریک دنیا آن لیورپول آلویس زود خانواده ترک آلمان بازگشت ویلیام پاتریک نزد مادر پیوند دانسته هیتلر دیلی تلگراف
