title,summary,link,tags,main_tag,sub_tag
شکایت رائفی پور خاطر سامانه پارازیت خطرناک هادیان پارازیت هواپیما سقوط,رئیس مرکز روابط عموم وزارت ارتباطات خبر وزارتخانه عامل ارسال پارازیت‌های شکایت کرد#کن اشاره شبیه سامانه علی اکبر رائفی پور مسئولیت پذیرفت#پذیر,https://www.hamshahrionline.ir/news/501293/شکایت-از-رائفی-پور-به-خاطر-سامانه-پارازیت-خطرناک-هادیان,['ارتباطات > ارتباطات و فناوری'],ارتباطات,ارتباطات و فناوری
قانون چطور نهاد اشخاص واگذار,انداخت#انداز اپراتور رسم مدت مرکز ملی فضا مجاز همکار معاونت فضا مجاز دادستان کشور مطرح,https://www.hamshahrionline.ir/news/501197/VPN-قانونی-چطور-و-از-سوی-کدام-نهاد-به-اشخاص-واگذار-می-شود,['ارتباطات > ارتباطات و فناوری'],ارتباطات,ارتباطات و فناوری
جهرم برایم رزومه فرستاد#فرست نفر استخدام شخصا پیگیری,وزیر ارتباطات صفحه توییتری جذب استخدام نیرو دست کار,https://www.hamshahrionline.ir/news/501079/جهرمی-برایم-رزومه-بفرستید-۵۵۰-نفر-استخدام-می-شوند-شخصا-پیگیری,['ارتباطات > ارتباطات و فناوری'],ارتباطات,ارتباطات و فناوری
تولید سریال اسراییل نام تهران زندگی جوان ضد رژیم مقاومت حکومت راک رول,کیهان نوشت#نویس تلویزیون دولت اسرائیل موسوم کان شبکه رژیم صهیونیست سریالی فتنه گران ایران فعال سیاسی ضدنظام اسلام خواند#خوان ساخت#ساز,https://www.hamshahrionline.ir/news/500947/تولید-سریال-اسراییلی-با-نام-تهران-زندگی-جوانان-ضد-رژیم-از,['ارتباطات > رسانه و روزنامه\u200cنگاری'],ارتباطات,رسانه و روزنامه\u200cنگاری
دادوستد نو فضا رسانه,عنوان روزنامه نگار قریب روزنامه نگار زیسته تدریس رسانه چاپی پیشنهاد توان رفتار خبر نکته دستور کار قرار خبر تعقیب تحلیل خبر,https://www.hamshahrionline.ir/news/500483/دادوستدهای-نو-در-فضای-رسانه-ای,['ارتباطات > رسانه و روزنامه\u200cنگاری'],ارتباطات,رسانه و روزنامه\u200cنگاری
فیلم صدا سیما مانع اصل توسعه اینترنت,گفت#گو صدا سیما مانع توسعه اینترنت ایران فیلم موضوع فراکانس‌های نقش صدا سیما گزارش,https://www.hamshahrionline.ir/news/500359/فیلم-چگونه-صدا-و-سیما-مانع-اصلی-توسعه-اینترنت-شده-است,['ارتباطات > ارتباطات و فناوری'],ارتباطات,ارتباطات و فناوری
حمله کیهان جهانپور خاطر چینی فرصت طلب واکنش محترمانه سفیر چین مستعمره ایران تعبیر,روزنامه کیهان یادداشت اظهارات سخنگو وزارت بهداشت برخورد اطلاع رساند#رسان چین شیوع کرونا انتفاد,https://www.hamshahrionline.ir/news/500068/حمله-کیهان-به-جهانپور-به-خاطر-چینی-ها-فرصت-طلبان-واکنش-محترمانه,['ارتباطات > رسانه و روزنامه\u200cنگاری'],ارتباطات,رسانه و روزنامه\u200cنگاری
ویروس کرونا اپل گوگل متحد,شرکت اپل گوگل اعلام همکار ابزار ارائه کاربر متوجه معرض شخص مبتلا ویروس کرونا قرار گرفت#گیر,https://www.hamshahrionline.ir/news/499771/ویروس-کرونا-اپل-و-گوگل-را-متحد-کرد,['ارتباطات > ارتباطات و فناوری'],ارتباطات,ارتباطات و فناوری
اپل گوگل تکنولوژی ردیابی تماس کووید همکار,شرکت تکنولوژی اپل گوگل ساخت تکنولوژی جدید کمک کاهش انتشار کووید همکار,https://www.hamshahrionline.ir/news/499774/اپل-و-گوگل-برای-تکنولوژی-ردیابی-تماس-کووید-۱۹-همکاری-می-کنند,['ارتباطات > ارتباطات و فناوری'],ارتباطات,ارتباطات و فناوری
مجله تا جلد مبارز کرونا منتشر,هفته نامه تا جدید شماره عکس جلد ادا احترام کارکن خط مقدم مبارزه ویروس کرونا منتشر,https://www.hamshahrionline.ir/news/499757/مجله-تایم-با-پنج-جلد-ویژه-مبارزان-کرونا-منتشر-شد,['ارتباطات > رسانه و روزنامه\u200cنگاری'],ارتباطات,رسانه و روزنامه\u200cنگاری
آیفون طراح مدل منحصر,کاربر فعال حوزه محصولات اپل توئیتی اطلاعات جدید آیفون منتشر,https://www.hamshahrionline.ir/news/499579/آیفون-۱۲-طراحی-در-چهار-مدل-منحصر-به-فرد,['ارتباطات > ارتباطات و فناوری'],ارتباطات,ارتباطات و فناوری
آمادگی خصوصی رفع مشکل فرکانس افزایش کیفیت اینترنت,همکار خصوصی صداوسیما وزارت ارتباطات کاهش معضلات اینترنت مردم اجتناب ناپذیر,https://www.hamshahrionline.ir/news/499553/آمادگی-بخش-خصوصی-برای-رفع-مشکل-فرکانس-و-افزایش-کیفیت-اینترنت,['ارتباطات > ارتباطات و فناوری'],ارتباطات,ارتباطات و فناوری
روزنامه ویروس کرونا منتقل کرد#کن,اعلام پزشک دانشمند جهان هرگز مدارک شواهد مستند دال ویروس کرونای طریق روزنامه مجله نامه بسته چاپی منتقل داشت#دار رسانه چاپی ازجمله روزنامه خاطر احتمالات مبنا علم ضرر هنگفت متحمل شد#شو,https://www.hamshahrionline.ir/news/499184/روزنامه-ها-ویروس-کرونا-را-منتقل-نمی-کنند,['ارتباطات > رسانه و روزنامه\u200cنگاری'],ارتباطات,رسانه و روزنامه\u200cنگاری
گوگل انتشار اطلاعات تردد مردم نبرد کرونا,گوگل اطلاعات مکان باارزش برگرفته برنامه نقشه گوگل مبارزه ویروس کرونا منتشر,https://www.hamshahrionline.ir/news/498906/گوگل-با-انتشار-اطلاعات-تردد-مردم-به-نبرد-با-کرونا-رفت,['ارتباطات > ارتباطات و فناوری'],ارتباطات,ارتباطات و فناوری
روزنامه نشریات چاپی فروردین منتشر,کمیته اطلاع رساند#رسان ستاد ملی مقابله کرونا انتشار اطلاعیه نشر نسخه کاغذ رسانه شنبه فروردین خبر,https://www.hamshahrionline.ir/news/499004/روزنامه-ها-و-نشریات-چاپی-از-۲۳-فروردین-منتشر-می-شوند,['ارتباطات > رسانه و روزنامه\u200cنگاری'],ارتباطات,رسانه و روزنامه\u200cنگاری
انتقاد کیهان چراغ سبز رئیس جمهور اهرم زور کارساز,گفت#گو چین کره جنوبی آلمان کنترل نسبی ویروس موفق عمل کرد#کن چین بسیج ظرفیت عظیم کشور قدرتمند اهرم زور بهره برده تصاویر کشور منتشر نشان هدف قبولی موفق,https://www.hamshahrionline.ir/news/498684/انتقاد-کیهان-از-چراغ-سبز-رئیس-جمهور-اهرم-زور-هم-کارساز-است,['ارتباطات > رسانه و روزنامه\u200cنگاری'],ارتباطات,رسانه و روزنامه\u200cنگاری
ارتقا رایگان اینترنت خانگی مگابیت جزئیات وعده وزیر ارتباطات,وزیر ارتباطات صفحه توییتری ارتقا رایگان مشترک خانگی اینترنت خبر,https://www.hamshahrionline.ir/news/498282/ارتقای-رایگان-اینترنت-خانگی-به-۱۶-مگابیت-جزئیات-وعده-جدید-وزیر,['ارتباطات > ارتباطات و فناوری'],ارتباطات,ارتباطات و فناوری
توقف چاپ نسخه کاغذ حیات روزنامه انداخت#انداز,هدی محسن راد استاد ارتباطات سردبیر روزنامه هفت صبح مدیر مسئول روزنامه صبح نو واکنش مشترک توقف چاپ نسخه کاغذ روزنامه معتقدند ادامه اتفاق حیات روزنامه برد#بر,https://www.hamshahrionline.ir/news/498245/توقف-چاپ-نسخه-کاغذی-حیات-روزنامه-ها-را-به-خطر-می-اندازد,['ارتباطات > رسانه و روزنامه\u200cنگاری'],ارتباطات,رسانه و روزنامه\u200cنگاری
دانلود اپلیکیشن‌های جهان شناخت#شناس,تازه آمار منتشر فصل سال میلاد نشان اپلیکیشن تیک تاک سبقت واتس اپ برنامه فیس بوکی جایگاه دانلود اپلیکیشن‌های جهان اختصاص,https://www.hamshahrionline.ir/news/498213/پر-دانلودترین-اپلیکیشن-های-جهان-را-بشناسید,['ارتباطات > ارتباطات و فناوری'],ارتباطات,ارتباطات و فناوری
بحران کرونا مزایا تله مدیسین,روز شیوع کروناویروس فشار مضاعف سیستم بهداشت درمان کشور مقوله تله مدیسین پزشک روش ضروری مقابله سلامت تاثیر ویروس قرار,https://www.hamshahrionline.ir/news/503828/بحران-کرونا-و-مزایای-تله-مدیسین,['دانش > پزشکی'],دانش,پزشکی
جزییات درمان کووید ایران پلاسمادرمانی فاویپراویر,مدیر عفونی بیمارستان مسیح دانشور اشاره جزییات پلاسما درمانی بیمار کووید اشاره درصد موفقیت درمانی اظهار صورت ضمن پاسخ درمانی مناسب بیمار دید#بین اظهار قطع منتظر آنالیز نهایی نتایج کلیه مراکز سازمان انتقال خون بود#باش,https://www.hamshahrionline.ir/news/503854/آخرین-جزییات-درمان-کووید-۱۹-در-ایران-پلاسمادرمانی-تا-فاویپراویر,['دانش > پزشکی'],دانش,پزشکی
احتمال ابتلا بیمار کووید سندروم گیلن سندرومی فلج موقت دست پا می‌انجامد,تیمی محقق ایتالیایی بیمار مبتلا کووید علائم شبیه اختلال سیستم عصبی موسوم سندروم گیلن مشاهده,https://www.hamshahrionline.ir/news/503907/احتمال-ابتلای-بیماران-کووید۱۹-به-سندروم-گیلن-باره-سندرومی,['دانش > پزشکی'],دانش,پزشکی
اپلیکیش ضد سانسور اینترنت تولید,اپلیکیشن قادر کاربر گفت#گو کجا دست سانسور زد#زن,https://www.hamshahrionline.ir/news/503956/اپلیکیش-ضد-سانسور-اینترنتی-تولید-شد,['دانش > فناوری\u200c'],دانش,فناوری\u200c
هشدار تولیدکنندگان واکسن کشف جهش ویروس کرونا,محقق چینی جهش ویروس کرونا کشف پژوهشگر ادعا جهش دلیل مرگبار ویروس جهان,https://www.hamshahrionline.ir/news/503926/هشدار-به-تولیدکنندگان-واکسن-کشف-۳۳-جهش-در-ویروس-کرونا,['دانش > پزشکی'],دانش,پزشکی
آسیب کووید قرنطینه پوستمان زد#زن,مطالعات نشان ویروس کرونا مستقیم غیرمستقیم پوست گذاشت#گذار,https://www.hamshahrionline.ir/news/503929/آسیب-هایی-که-کووید-19-و-قرنطینه-به-پوستمان-می-زند,['دانش > پزشکی'],دانش,پزشکی
انگلیس فردا آزمایش بالین واکسن کرونا آغاز,محقق دانشگاه آکسفورد واکسن نسخه ضعیف ویروس سرماخوردگی معمولی ساخت#ساز آن آزمایش بالین واکسن فردا پنجشنبه اردیبهشت انگلیس آغاز,https://www.hamshahrionline.ir/news/503951/انگلیس-از-فردا-آزمایش-بالینی-واکسن-کرونا-را-آغاز-می-کند,['دانش > پزشکی'],دانش,پزشکی
حفظ سلامت قلب عروق دوران قرنطینه,مراقبت سلامت قلب عروق مخصوصا زمان بیمار کرونا فراگیر حیاتی,https://www.hamshahrionline.ir/news/503952/حفظ-سلامت-قلب-و-عروق-در-دوران-قرنطینه,['دانش > پزشکی'],دانش,پزشکی
لخته خون کووید مرگبار,لخته خون کوچک ریه اندام عمده بدن تشکیل دلیل مرگبار ویروس کرونا,https://www.hamshahrionline.ir/news/503765/آیا-لخته-های-خونی-کوچک-کووید-۱۹-را-مرگبارتر-می-کنند,['دانش > پزشکی'],دانش,پزشکی
اطلاع نگاشت خرید سوپر مارکت نکات رعایت,رعایت بهداشت مهم پیشگیر ابتلا ویروس کروناست روز شستن دست ضدعفونی سطوح منزل محل کار خرید نکات بهداشت رعایت,https://www.hamshahrionline.ir/news/503757/اطلاع-نگاشت-هنگام-خرید-از-سوپر-مارکت-چه-نکاتی-را-باید-رعایت,['دانش > پزشکی'],دانش,پزشکی
سازمان غذا دارو آمریکا کیت خانگی ویروس کرونا تایید,سازمان غذا دارو آمریکا اضطرار کیت خانگی نمونه بینی آزمایش ویروس کرونا تایید,https://www.hamshahrionline.ir/news/503758/سازمان-غذا-و-داروی-آمریکا-نخستین-کیت-خانگی-ویروس-کرونا-را-تایید,['دانش > پزشکی'],دانش,پزشکی
ویروس کرونا چشم زن ایتالیایی باقی ماند#مان ترشحات چشم بیمار واگیردار,ثابت بیمار کووید ایتالیا مدت پاک ویروس کرونا بینی میزان شناسایی ذرات واگیردار ویروس چشمانش,https://www.hamshahrionline.ir/news/503754/ویروس-کرونا-در-چشم-زن-ایتالیایی-باقی-ماند-ترشحات-چشمی-بیماران,['دانش > پزشکی'],دانش,پزشکی
دانشمند چینی توانایی کروناویروس جهش یافتن دست گرفت#گیر,بررسی بوسیله دانشمند چینی نشان توانایی کروناویروس جهش یافتن دست گرفت#گیر سویه ویروس تاثیرات متفاوت بخش جهان گذاشت#گذار,https://www.hamshahrionline.ir/news/503736/دانشمندان-چینی-توانایی-کروناویروس-برای-جهش-یافتن-دست-کم-گرفته,['دانش > پزشکی'],دانش,پزشکی
هشدار آلودگی هوا میزان مرگ میر کرونا تاثیر,مطالعه نشان افزایش سطح نیتروژن دی اکسید هوا بالا مرگ میر کووید مرتبط,https://www.hamshahrionline.ir/news/503709/هشدار-مهم-آلودگی-هوا-در-میزان-مرگ-و-میر-ناشی-از-کرونا-تاثیر,['دانش > دانش'],دانش,دانش
ویروس کرونا نت‌های موسیقی روش الهام پژوهشگر,محقق کمک هوش مصنوع ساختار پروتئین سطح ویروس کرونا قطعه موسیقی الهامبخش پژوهشگر زمینه مقابله ویروس,https://www.hamshahrionline.ir/news/503652/تبدیل-ویروس-کرونا-به-نت-های-موسیقی-روشی-متفاوت-برای-الهام-بخشی,['دانش > پزشکی'],دانش,پزشکی
همشهری ضدعفونی صحیح موبایل دانست#دان,ضدعفونی نادرست گوشی‌های تلفن همراه آسیب جبران ناپذیر وسیله,https://www.hamshahrionline.ir/news/503679/همشهری-TV-آنچه-باید-از-ضدعفونی-صحیح-موبایل-بدانید,['چندرسانه\u200cای > ویدئو'],چندرسانه\u200cای,ویدئو
یافته تازه انتقال کرونا کودک پسر نفر آلوده کرد#کن,پسر شرق فرانسه مبتلا کووید دست نفر تماس مستقیم ویروس کرونا منتقل کرد#کن,https://www.hamshahrionline.ir/news/503678/یافته-های-تازه-درباره-انتقال-کرونا-از-کودکان-پسر-۹-ساله-که,['دانش > پزشکی'],دانش,پزشکی
زمان ماندگار پادتن کرونا خون بهبودیافتگان درخواست بهبودیافتگان کرونا اهدا پلاسما,مدیرعامل سازمان انتقال خون کشور دعوت بهبودیافتگان کرونا اهدا پلاسمای خون حاوی پادتن زمان ماندگار پادتن خون روز,https://www.hamshahrionline.ir/news/503610/زمان-ماندگاری-پادتن-کرونا-در-خون-بهبودیافتگان-درخواست-از-بهبودیافتگان,['دانش > پزشکی'],دانش,پزشکی
ربات کرونا مبارزه,محقق سنگاپور موفق ساخت ربات پیشرفته ضدعفونی شد#شو مقابله ویروس کرونا استفاده,https://www.hamshahrionline.ir/news/503487/رباتی-که-با-کرونا-مبارزه-می-کند,['دانش > فناوری\u200c'],دانش,فناوری\u200c
تولید کیت نرم افزار معرف مراکز درمانی کرونا,شتاب دهنده عضو پارک فناوری پردیس تولید کیت تشخیص کووید عرضه تولید انبوه پیاده نرم افزار خدمت مردم بحران شیوع کرونا اقدام,https://www.hamshahrionline.ir/news/503522/تولید-کیت-و-نرم-افزاری-برای-معرفی-مراکز-درمانی-کرونا,['دانش > فناوری\u200c'],دانش,فناوری\u200c
واردات سنگ ماه توسط چینی,دانشمند چین تلاش استفاده سیستم پیشرفته نمونه سنگ خاک کره ماه تحقیق مطالعه زمین آورد#آور,https://www.hamshahrionline.ir/news/503422/واردات-سنگ-از-ماه-توسط-چینی-ها,['دانش > فضا'],دانش,فضا
شارژر زمان گوش ضدعفونی,تازگی شارژر سیمی توسعه همزمان شارژ گوش هوشمند کاربر عملیات ضدعفونی گوش انجام,https://www.hamshahrionline.ir/news/503468/شارژری-که-هم-زمان-گوشی-را-ضدعفونی-می-کند,['دانش > فناوری\u200c'],دانش,فناوری\u200c
توصیه تغذیه پیشگیر بیماری‌های تنفس کرونا,عملکرد سیستم ایمن بدن نقش مهم پیشگیر بیماریهای تنفس جمله بیمار ویروس کرونا,https://www.hamshahrionline.ir/news/502981/توصیه-های-تغذیه-برای-پیشگیری-از-بیماری-های-تنفسی-و-کرونا,['دانش > پزشکی'],دانش,پزشکی
ردیابی تماس کمک مهار شیوع کرونا,ردیابی تماس ابزار بهداشت عموم کنترل بیماری‌های عفونی,https://www.hamshahrionline.ir/news/503369/ردیابی-تماس-چه-کمکی-به-مهار-شیوع-کرونا-می-کند,['دانش > پزشکی'],دانش,پزشکی
ویروس کرونا ایمن,انتشار ویروس کرونا حد رسید#رس ازافراد بهبود یافت#یاب پرسش مطرح بهبود عفونت مجدد ویروس مصونیت,https://www.hamshahrionline.ir/news/503323/آیا-دچار-شدن-به-ویروس-کرونا-باعث-ایمنی-در-برابر-آن-می-شود,['دانش > پزشکی'],دانش,پزشکی
علائم آلرژی علائم کرونا تفاوت,فصل بهار فصل آلرژی #هست حالیکه ویروس کرونا شیوع تفکیک علائم بیمار گاه مشکل,https://www.hamshahrionline.ir/news/503307/علائم-آلرژی-با-علائم-کرونا-چه-تفاوتی-دارند,['دانش > پزشکی'],دانش,پزشکی
تقویت دستگاه تنفس,شیوع ویروس کرونا گذشته بهداشت سلامت توجه روز شیوع کرونا اهمیت سلامت سیستم تنفس برد#بر دنبال راهکار تقویت,https://www.hamshahrionline.ir/news/503218/۶-راه-برای-تقویت-دستگاه-تنفسی,['دانش > پزشکی'],دانش,پزشکی
همشهری کشف علائم پوست کرونا,پژوهشگر افزایش شناخت بیمار کووید نشانه تازه بیمار کشف کرد#کن,https://www.hamshahrionline.ir/news/503219/همشهری-TV-کشف-علائم-جدید-پوستی-کرونا,['چندرسانه\u200cای > ویدئو'],چندرسانه\u200cای,ویدئو
قرنطینه کودک,کرونا خانه نشست#نشین اجبار آسیب احتمال روح روان بزرگسالان هشدار توصیه کودک غافل خطرات جدی آن تهدید,https://www.hamshahrionline.ir/news/503052/خطر-قرنطینه-برای-کودکان,['دانش > پزشکی'],دانش,پزشکی
خوابید#خواب کمتر شیرینی خورد#خور,دید#بین شیرینی خورد#خور سراغ چربی ناسالم رفت#رو کمبود خواب احتمال یافته مطالعه نشریه انجمن قلب آمریکا منتشر,https://www.hamshahrionline.ir/news/503057/خوب-بخوابید-تا-کمتر-شیرینی-بخورید,['دانش > پزشکی'],دانش,پزشکی
تزریق واکسن کروناویروس برچسب,پژوهشگر آمریکایی سیستم جدید تزریق واکسن ابداع کرد#کن برچسب سوزن تشکیل کارآیی توجه پیشگیر ابتلا کروناویروس,https://www.hamshahrionline.ir/news/504028/تزریق-واکسن-کروناویروس-فقط-با-یک-برچسب,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
اظهارات عضو ستاد استهلال رو هلال ماه مبارک رمضان,عضو ستاد استهلال رو هلال ماه مبارک رمضان سال بینی کارشناس رؤیت هلال روز جمعه اردیبهشت ماه روز ماه شعب المعظم,https://www.hamshahrionline.ir/news/504021/اظهارات-عضو-ستاد-استهلال-درباره-رویت-هلال-ماه-مبارک-رمضان,['زندگی > خانواده'],زندگی,خانواده
وضعیت آزادسازی سهام عدالت ارزش واقعی چقدر,رئیس سازمان خصوصی آزادسازی سهام عدالت منتظر نامه رهبر محض اجازه داد#ده کار دنبال کرد#کن,https://www.hamshahrionline.ir/news/504056/آخرین-وضعیت-آزادسازی-سهام-عدالت-ارزش-واقعی-هر-سهم-چقدر-است,['زندگی > خانواده'],زندگی,خانواده
جدید آمار مبتلا فوتی‌های کرونا ایران مرگ بیمار وضعیت نفر وخیم,سخنگو وزارت بهداشت شناسایی بیمار کووید کشور خبر,https://www.hamshahrionline.ir/news/504063/جدیدترین-آمار-مبتلایان-و-فوتی-های-کرونا-در-ایران-مرگ-۹۴-بیمار,['زندگی > سلامت'],زندگی,سلامت
عکس تصویر ت ثربرانگیز عشق ورزید#ورز پنگوئن,عکس پنگوئن افق ملبورن استرالیا خیره شد#شو نگاه عکس بامزه رسید#رس عکاس عکس شب ثبت قاب گروه پنگوئن سپری توضیحات دوران کرونا توجه جلب,https://www.hamshahrionline.ir/news/504041/عکس-تصویری-تأثربرانگیز-از-عشق-ورزی-پنگوئن-ها,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
دلار گران یورو آستانه ورود کانال هزار تومان جدید نرخ ارز,صرافی‌های بانک صبح امروز چهارشنبه اردیبهشت قیمت دلار فروش مردم هزار تومان اعلام کرد#کن روز گذشته افزایش تومان,https://www.hamshahrionline.ir/news/504033/دلار-گران-شد-یورو-در-آستانه-ورود-به-کانال-۱۷-هزار-تومان-جدیدترین,['زندگی > سلامت'],زندگی,سلامت
واقعیت جالب زندگی نابغه پزشک انگلیس رکورددار نجات جان انسان,ادوارد جنر مؤثر پزشک جهان نجات جان میلیارد انسان پزشک انگلیسی کاربرد واقعی واکسیناسیون کشف پدر ایمن شناخت#شناس دانست#دان اقدامات جنر امروز ویروس کرونا امید داشت#دار ادوارد جنر امید امروز ساخت واکسن ویروس پایه,https://www.hamshahrionline.ir/news/503938/۱۰-واقعیت-جالب-از-زندگی-نابغه-پزشکی-انگلیس-رکورددار-نجات-جان,['زندگی > سلامت'],زندگی,سلامت
دستگاه تنفس مان تقویت حفظ سلامت ریه تقویت,توصیه روز شست وشوی دست رعایت فاصله اجتماع جلوگیری ابتلا کرونا موثر کرونا توجه سیستم تنفس داشت#دار اهمیت ریه دریاب حفظ سلامت ریه تقویت,https://www.hamshahrionline.ir/news/503775/چگونه-دستگاه-تنفسی-مان-را-تقویت-کنیم-راه-هایی-برای-حفظ-سلامت,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
خفن‌ترین خلاف آرسن لوپن ایران,تاریخ نمونه عجیب وغریب خلافکاران شخصیت داستان موریس لوبلان آخر کار خلاف ترفند کلاه گشاد سر آدم گذاشت#گذار زرنگ مطلب نمونه ایران خواست#خواه پرداخت#پرداز مهدی بلیغ معروف آرسن لوپن ایران,https://www.hamshahrionline.ir/news/503773/خفن-ترین-خلاف-های-آرسن-لوپن-ایران,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
دندان درد داشت#دار راهکار خانگی روز کرونایی,دندان درد کلافه تان طرف خواست#خواه روز دندان پزشک مراجعه راهکار خانگی بهره ببرید,https://www.hamshahrionline.ir/news/503349/دندان-درد-دارید-این-هم-چند-راهکار-خانگی-برای-روزهای-کرونایی,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
قرنطینه بلا سر پوست آورد#آور چطور مشکلات پوست قرنطینه رفع,کارشناس مراقبت پوست ویروس کرونا اثرات زیانبخشی پوست گذاشت#گذار اثرات عنوان پوست قرنطینه توصیف راهکار بهبود وضعیت پوست دوران ارائه,https://www.hamshahrionline.ir/news/503713/قرنطینه-چه-بلایی-سر-پوست-می-آورد-چطور-مشکلات-پوستی-قرنطینه,['زندگی > سلامت'],زندگی,سلامت
فیلم رفتار زشت زننده سحر قریش پاکبان,رفتار زننده توهین آمیز سحر قریش پاکبان فضا مجاز شدت حاشیه واکنش تند کاربر همراه,https://www.hamshahrionline.ir/news/503674/فیلم-رفتار-زشت-و-زننده-سحر-قریشی-با-یک-پاکبان,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
هشدار گرفت#گیر ماسک ضدعفونی کرد#کن,ضدعفونی ماسک راهکار قبولی استفاده مجدد کار توصیه,https://www.hamshahrionline.ir/news/503623/این-هشدار-را-جدی-بگیریم-ماسک-را-ضدعفونی-نکنیم,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
عکس شگفت کرونا پوست پزشک مبتلا کرونا سیاه,پوست تن پزشک ووهان کووید مبتلا شد#شو تقریبا قدم مرگ بازگشتند سیاه,https://www.hamshahrionline.ir/news/503573/عکس-شگفتی-جدید-کرونا-پوست-۲-پزشک-مبتلا-به-کرونا-سیاه-شد,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
کاربرد کاهش مصرف اینترنت تلفن همراه حجم مصرف اینترنت همراه چطور محاسبه,گزارش کنترل کاهش میزان مصرف اینترنت همراه گوشی‌های هوشمند آماده,https://www.hamshahrionline.ir/news/503409/۱۰-روش-کاربردی-برای-کاهش-مصرف-اینترنت-تلفن-همراه-حجم-مصرفی,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
مواد غذا هرگز مایکروفر گذاشت#گذار,تخم مرغ سبزیجات انگور سیب توت میوه هرگز مایکروفر گذاشت#گذار,https://www.hamshahrionline.ir/news/503224/این-مواد-غذایی-را-هرگز-در-مایکروفر-نگذارید,['زندگی > تغذیه'],زندگی,تغذیه
روز احساس بهتر ویژگی خ وشحال روزه کرونایی,روز استرس قراری‌های کرونا دست وپنجه نرم عده انگار زندگی متفاوت بقیه انگار استرس بیقرار رفتن مطلب ویژگی آشنا شد#شو,https://www.hamshahrionline.ir/news/503359/چه-کسانی-این-روزها-احساس-بهتری-دارند-۶-ویژگی-افراد-خوشحال,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
طرز حلیم حلیم برنج سفره افطار آورد#آور,پیشنهاد حلیم برنج سفره افطار آورد#آور گندم آرد برنج خانگی غذا اضافه مطلب طرز حلیم آموزش داد#ده,https://www.hamshahrionline.ir/news/503355/طرز-تهیه-حلیم-این-بار-حلیم-برنج-را-به-سفره-افطارتان-بیاورید,['زندگی > تغذیه'],زندگی,تغذیه
آمار رسم کرونا ایران جهان جایگاه ایران کشور اصل درگیر کرونا کشور سراشیبی ورشکستگی,آمار رسم قربان کووید ایران سیر نزول منحنی آمار مبتلا جان باختگان بیمار کشور جهان,https://www.hamshahrionline.ir/news/503347/آخرین-آمار-رسمی-کرونا-در-ایران-و-جهان-جایگاه-ایران-در-بین-۱۴,['زندگی > سلامت'],زندگی,سلامت
تست روانشناسی کجا دانست#دان خاطر کرونا مضطرب شد#شو,روز دلیل شیوع ویروس کرونا میزان اضطراب معمولی بالا رفت#رو چطور توانست#توان میزان اضطراب بسنجیم راهکار آرام نگران اضطراب آشنا شد#شو,https://www.hamshahrionline.ir/news/503153/تست-روانشناسی-از-کجا-بدانیم-به-خاطر-کرونا-مضطرب-شده-ایم,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
فیلم قدردان مدافع سلامت شیوه حمید فرخ نژاد,حمید فرخ نژاد بازیگر سینما تلویزیون مدافع سلامت قدردان,https://www.hamshahrionline.ir/news/503362/فیلم-قدردانی-از-مدافعان-سلامت-به-شیوه-حمید-فرخ-نژاد,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
تصاویر برد پیت خاطر دوست قدیم بیل کلنگ دست,برد پیت تصمیم بازسازی خانه دوست قدیم شگفت زده,https://www.hamshahrionline.ir/news/503121/تصاویر-برد-پیت-به-خاطر-دوست-قدیمی-اش-بیل-و-کلنگ-به-دست-می-گیرد,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
راهنما خرید ایمن خواربار زمانه کرونا,شیوع کرونا دوران قرنطینه خانگی گذراند#گذران خرید خواربار خانه رفت#رو,https://www.hamshahrionline.ir/news/503333/راهنمای-خرید-ایمن-خواربار-در-زمانه-کرونا,['زندگی > سلامت'],زندگی,سلامت
تصاویر بازگشایی بازار تهران روز,بازار تهران امروز اردیبهشت ماه روز تعطیل فعالیت سر بازار اقدام بازگشایی مغازه کرد#کن,https://www.hamshahrionline.ir/photo/503256/تصاویر-بازگشایی-بازار-تهران-پس-از-۳۵-روز,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
واکنش سخنگو وزارت بهداشت ادعا درمان کرونا ادرار شتر,روز هند گفت#گو ادرار گاو استفاده روز دنیا رفتار مشکلات شخصیت اجتماع,https://www.hamshahrionline.ir/news/503236/واکنش-سخنگوی-وزارت-بهداشت-به-ادعای-درمان-کرونا-با-ادرار-شتر,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
