,title,description
433,big idea my brother inspire,when jamie heywood brother be diagnose al devote life fight disease a well heywood brother build an ingenious website where people share track data their illness they discover collective data have enormous power comfort explain predict
434,a lab size postage stamp,traditional lab test disease diagnosis can be too expensive cumbersome region most need george whitesides ingenious answer foolproof tool can be manufacture at virtually zero cost
435,a new strategy war cancer,too often say david agus cancer treatment have focus individual cell he suggest new approach use atypical drug computer model protein analysis diagnose treat whole body
436,painter pendulum,ted visit tom shannon manhattan studio an intimate look at art an personal conversation john hockenberry reveal nature force onset parkinson tremor interact life craft
437,how expose corrupt,some world most baffle social problem say peter eigen can be trace systematic pervasive government corruption global company in eigen describe thrill lead by organization transparency international
438,map,in demo draw gasp at blaise aguera y arca demo new map technology microsoft
439,next age government,leader britain conservative party say enter new era where government themselves have le power le money people empower by technology have more tap into new idea behavioral economics explore these trend could be turn into smarter policy
440,technology epic story,in kevin kelly muse what technology mean our live it impact at personal level it place cosmos
441,four way fix break legal system,land free have become legal minefield say philip howard especially teacher doctor whose work have be paralyze by fear suit what answer a lawyer himself howard have four proposition simplify u law
442,wireless future medicine,eric topol say soon use our smartphones monitor our vital sign chronic condition at tedmed highlight several most important wireless device medicine future all help keep more u out hospital bed
443,my live a an artist,with endear honesty vulnerability raghava kk tell colorful tale art have take life new place life experience turn have drive multiple reincarnation a an artist cartoonist painter medium darling social outcast son father
444,rise cricket rise india,tale major global cultural phenomenon cricket commentator harsha bhogle describe spectacular arrival cricket a parallel rise modern india he trace game it sleepy english root current world celebrity owner player contract
445,be pivot turn point web exploration,gary flake demo pivot new way browse arrange massive amount image data online build breakthrough seadragon technology enable spectacular zoom out web database discovery pattern link invisible standard web browse
446,year open data go worldwide,at tim call raw data now government scientist institution make their data openly available web at ted university show few interest result when data get link up
447,take turn,fifty percent traffic accident happen at intersection gary lauder share brilliant cheap idea help driver move along smoothly new traffic sign combine property stop yield
448,magic placebo,sugar pill injection nothing study show more often than expect placebo really work at tedmed magician eric mead do trick prove even when know something not real can still react a powerfully a if warn this not suitable viewer who be disturb by needle or blood
449,take health care off mainframe,at tedmed eric dishman make bold argument u health care system like compute circa tether big unwieldy central system hospital doctor nurse home a our age population boom imperative say create personal network health care all
450,parrot universe everything,blind river dolphin reclusive lemur parrot a fearless a lovelorn douglas adam close encounter these rare unusual animal reveal evolution ever ingenious can be fickle too university california sparkle trademark satiric wit
451,medical miracle everest,second deadliest day history mount everest climb happen ken kamler be only doctor mountain day he share incredible story climber battle save live extreme condition use brain image technology map medical miracle one man who survive roughly hour bury snow
452,we be story tell ourselves,where do creative inspiration spring at tedindia director shekhar kapur elizabeth india pinpoint source creativity sheer utter panic he share powerful way unleash your inner storyteller
453,fight end traffic brazil,biologist juliana machado ferreira ted senior fellow talk her work help save bird other animal steal wild brazil once these animal be seize smuggler she ask then what
454,let simplify legal jargon,tax form credit agreement healthcare legislation they cram gobbledygook say alan siegel incomprehensibly long he call simple sensible redesign plain english make legal paperwork intelligible rest u
455,why need go back mar,planetary scientist joel levine show some intrigue puzzle new discovery mar crater full ice trace ancient ocean compel hint at presence sometime past life he make case go back mar find out more
456,music medicine music sanity,robert gupta violinist la philharmonic talk violin lesson once give brilliant schizophrenic musician what learn call back onstage later gupta play own transcription prelude bach cello suite no
457,why i do theater,patsy rodenburg say world need actor more than ever in at michael howard studio she tell story profound encounter reveal deeper role theater can play people live
458,how combat modern slavery,in move yet pragmatic kevin bale explain business modern slavery economy underpin some worst industry earth he share stats personal story research name price free every slave earth right now
459,teach one child at time,educate poor more than just number game say shukla bose she tell story her groundbreaking parikrma humanity foundation which bring hope india slum by look past daunt statistic focus treat each child a an individual
460,and now real news,how many today headline will matter year kirk citron long news project collect story not only matter today but will resonate decade even century come at highlight recent headline potential shape our future
461,when game invade real life,game be invade real world runaway popularity farmville guitar hero just begin say jesse schell at dice summit make startle prediction future where experience point break out box into every part our daily live
462,emotion behind invention,soldier who lose limb service face daily struggle unimaginable most u at tedmed dean kamen talk profound people story motivate work give part their live back design remarkable prosthetic arm
463,every pollen grain have story,pollen go unnoticed by most u except when hay fever strike but microscope reveal come stun color shape travel remarkably well jonathan drori give an glimpse these fascinate fleck plant courtship
464,sing old poem life,natalie merchant sing her new album leave your sleep lyric poetry pair her unmistakable voice performance bring ted audience it foot
465,tradeoff build green,in short funny at ted u catherine mohr walk through all geeky decision she make when build green new house look at real energy number not hype what choice matter most not one think
466,how art give shape cultural change,thelma golden curator at studio museum harlem talk through three recent show explore art examine redefine culture artist she work be use their art provoke new dialogue race culture mean art itself
467,a choir a big a internet,voice country join choir span globe lux aurumque compose conduct by eric whitacre merge hundred track individually record post youtube it an astonish illustration technology can connect u
468,glow life an underwater world,some percent undersea creature make light know very little or why bioluminescence expert edith widder explore glow sparkle luminous world share glorious image insight into unseen depth brights ocean
469,microchip,drug alone ca stop disease africa we need diagnostic tool match ted senior fellow frederick balagadde show can multiply power availability an unwieldy expensive diagnostic lab by miniaturize size chip
470,political change pen paper,want your local politician pay attention an issue care send monthly handwritten letter say former mayor omar ahmad more effective than email phone or even write check he share four step write letter work
471,radical woman embrace tradition,invest woman can unlock infinite potential around globe but can woman walk line between empowerment traditional culture kavita ramdas global fund woman talk three encounter powerful woman who fight make world better while preserve tradition sustain them
472,why i row across pacific,five year ago roz savage quit her london job become an ocean rower she cross atlantic solo just start third leg pacific solo row first woman why do she do hear her reason both deeply personal urgently activist
473,toward science simplicity,simplicity we know when see but what exactly in funny philosophical george whitesides chisel out an answer
474,social experiment fight poverty,alleviate poverty more guesswork than science lack data aid impact raise question provide but clark esther duflo say possible know which development effort help which hurt by test solution randomize trial
475,how wreck ocean,in brace coral reef ecologist jeremy jackson lay out shock state ocean today overfished overheat pollute indicator thing will get much worse astonish photo stats make case
476,india hide hotbed invention,anil gupta hunt develop world unsung inventor indigenous entrepreneur whose ingenuity hide by poverty could change many people live he show honey bee network help them build connection they need gain recognition they deserve
477,love be load pistol,to write first studio album decade a map float city thomas dolby have be work inspirational set restore lifeboat at premier gorgeous evocative song album one night legend he back by member modern string quartet ethel
478,could laser zap malaria,nathan myhrvold team latest invention a brilliant a they be bold remind u world need wild creativity tackle big problem like malaria and just a idea sink roll out live demo new gizmo have see believe
479,glimpse pristine ocean,enric sala share glorious image surprise insight data some most pristine area ocean he show can restore more our ocean healthy balance state powerful ecological economic benefit do so
480,why believe others,in rare clip legendary psychiatrist viktor frankl deliver powerful message human search mean most important gift can give others
481,pay attention penguin,think penguin a ocean sentinel say dee boersma they frontlines sea change share story penguin life culture she suggest start listen what penguin be tell u
482,plan end oil,a world attention focus peril oil exploration present richard sear early february sear an expert develop new energy resource talk our inevitable necessary move away oil toward what
483,watch me unveil synthetic life,craig venter team make historic announcement they create first fully function reproduce cell control by synthetic dna he explain they do why achievement mark begin new era science
484,lesson fashion free culture,copyright law grip film music software barely touch fashion industry fashion benefit both innovation sale say johanna blakley in her she talk what all creative industry can learn fashion free culture
485,inside school suicide bomber,filmmaker sharmeen take terrify question how do taliban convince child become suicide bomber propaganda footage train camp intercut her interview young camp graduate a shock vision
486,hiv flu vaccine strategy,seth berkley explain smart advance vaccine design production distribution be bring u closer than ever eliminate host global threat aid malaria flu pandemic
487,song secret city light,this haunt intimate performance by european sophie hunger feature song her breakout debut monday ghost album
488,remix,former young republican larry lessig talk what democrat can learn copyright their opposite party consider more conservative a surprise lens remix culture
489,point future ui,minority report science adviser inventor john underkoffler demo version film tai computer interface be tomorrow computer will be control
490,ocean glory horror,photographer brian skerry shoot life above below wave a put both horror magic ocean share amaze intimate shot undersea creature show powerful image can help make change
491,case anonymity online,founder controversial uncensored online imageboard describe it subculture some internet meme have launch incident which it user manage very public precision hack mainstream medium website raise question power price anonymity
492,how engineer viral music video,band ok go dream up idea massive rube goldberg machine their next music video adam sadowsky team be charge build he tell story effort engineer behind their labyrinthine creation quickly become youtube sensation this too shall pas
493,how poacher become caretaker,in home namibia john kasaona work an innovative way protect endanger animal specie give nearby villager include former poacher responsibility care animal and work
494,sweat small stuff,it may seem big problem require big solution but ad man rory sutherland say many flashy expensive fix be just obscure better simpler answer to illustrate use behavioral economics hilarious example
495,how youtube think copyright,margaret gould stewart youtube head user experience talk ubiquitous video site work copyright holder creator foster at best time creative ecosystem where everybody win
496,intrigue sound marine mammal,peter tyack wood hole talk hide wonder sea underwater sound onstage at mission blue explain amaze way whale use sound song communicate across hundred mile ocean
497,fight cancer dance,renowned classical indian dancer ananda shankar jayant be diagnose cancer she tell her personal story not only face disease but dance through give performance reveal metaphor strength help her do
498,intricate beauty by design,in graphic design marian bantjes say throw your individuality into project heresy she explain she build her career do just bring her signature delicate illustration storefront valentine even genetic diagram
499,education innovation slum,charles leadbeater go look radical new form education find them slum rio kibera where some world poorest kid be find transformative new way learn and informal disruptive new kind school say what all school need become
500,a second opinion developmental disorder,developmental disorder child be typically diagnose by observe behavior but aditi shankardass suggest should be look directly at brain she explain one eeg technique have reveal mistake diagnose transform child live
501,lego grownup,lego block playtime mainstay industrious kid obsession many ahem mature adult hillel cooperman take u trip through beloved brick colorful sometimes oddball grownup subculture feature cad robotics little adult behavior
502,how cognitive surplus will change world,clay shirky look at cognitive surplus share online work do our spare brain cycle while busy edit wikipedia post ushahidi yes make lolcats build better more cooperative world
503,retrofit suburbia,can rebuild our break suburb ellen share vision die mall rehabilitate dead big box store endless park lot transform into thrive wetland
504,hide toxin fish eat,what link between ocean health our health marine biologist stephen palumbi show toxin at bottom ocean food chain find their way into our body tell shock story toxic contamination fish market where consumer be be trick into buy fish not only mislabeled but unsafe
505,fractal art roughness,at mathematics legend benoit mandelbrot develop theme first discus at ted extreme complexity roughness way fractal math can find order within pattern seem unknowably complicate
506,obesity hunger global food issue,philanthropic fee bag ellen gustafson say hunger obesity be two side same coin in her she launch project way change farm eat next year solve global food inequality behind both epidemic
507,life science prison,nalini nadkarni challenge our perspective tree prison she say both can be more dynamic than think through partnership state washington she bring science class conservation program inmate unexpected result
508,oil spill unseen villain victim,even a deepwater horizon tragedy unfold carl safina take stage at tedxoilspill share what fact be know at time in suggest consequence will stretch far beyond gulf many solution be make situation worse
509,listen global voice,sure web connect globe but most u end up hear mainly people just like ourselves blogger technologist ethan zuckerman want help share story whole wide world he talk clever strategy open up your twitter world read news language do even know
510,politics fiction,listen story widen imagination tell them let u leap over cultural wall embrace different experience feel what others feel elif shafak build simple idea argue fiction can overcome identity politics
511,superheroes inspire by islam,in the naif new generation comic book hero fight more than crime they smash stereotype battle extremism name after attribute allah character reinforce positive message islam cross culture create new moral framework confront evil even team up justice league america
512,how find hundred potential planet,astronomer dimitar sasselov colleague search planet may someday help u answer question origin existence biological life elsewhere earth preliminary result show they have find candidate some which further research may prove be planet geochemical characteristic note this be give field science have develop quickly since then read criticism update below more detail
513,joint replacement,arthritis injury grind down million joint but few get best remedy real biological tissue kevin stone show treatment could sidestep high cost donor shortfall transplant novel use animal tissue
514,oil spill toxic,break down oil slick keep off shore ground pump toxic dispersant into gulf say overseer susan shaw show evidence spar some beach only at devastate cost health deep sea
515,what matter more than your talent,in princeton university graduation address amazon founder jeff bezos make case our character reflect not gift endow at birth but by choice make over course lifetime
516,wire an interactive ocean,oceanographer john delaney lead team build an underwater network camera sensor will turn our ocean into global interactive lab spark an explosion rich data world below
517,my everest swim,after swim north pole lewis pugh vow never take another dip then hear lake imja himalaya create by recent glacial melt lake pumori body water at an altitude m everest so begin journey would teach him radical new way approach swim think climate change
518,how big brand can help save biodiversity,convince just key company go sustainable wwf jason clay say global market will shift protect planet our consumption have already outgrow hear extraordinary roundtable be get big brand rival agree green practice first before their product duke out store shelve
519,our century greatest injustice,sheryl wudunn book half sky investigate oppression woman globally her story shock only when woman develop country have equal access education economic opportunity will be use all our human resource
520,case marriage,hour before new york lawmaker reject key marriage equality bill state senator diane savino make passionate case government recognize administer marriage here her fresh perspective one most contentious issue u culture religion government
521,meet milo virtual boy,peter molyneux demo milo hotly anticipate video game microsoft kinect controller perceptive impressionable like real virtual boy watch listen learn recognize respond
522,axis evil middle east comedy tour,jamil comedy scene arab world by found axis evil middle east comedy tour which bring standup comedian laugh audience all over region he find by respect three b blue material belief bolitics axis evil comic find plenty laugh
523,game layer top world,in seth priebatsch show game dynamic be reshape world classroom where student level up instead be grade pervasive game call happy hour may already be play get ready meet game layer pervasive net game dynamic will reshape education commerce
524,inside an antarctic time machine,science columnist lee hotz describe remarkable project at wais divide antarctica where hardy team be drill into ice extract vital data our change climate
525,empathic civilization,in rsa animate bestselling author jeremy rifkin investigate evolution empathy profound way have shape human development society
526,learn sherman shark,cartoonist jim toomey create comic strip sherman lagoon wry look at underwater life star sherman talk shark a sketch some favorite sea creature live onstage toomey share love ocean story can tell
527,political chemistry oil,speak one month after massive gulf mexico oil spill lisa margonelli show drill moratorium executive ouster make good theater but distract u issue at heart our unrestrained oil consumption she share her bold plan wean america off oil by confront consumer it real cost
528,let environment guide our development,human growth have strain earth resource but a johan rockstrom remind u our advance also give u science recognize change behavior his research have find nine planetary boundary can guide u protect our planet many overlap ecosystem
529,technology heart,his holiness karmapa talk be discover be reincarnation revere figure tibetan buddhism in tell story urge u work not just technology design but technology design heart he translate onstage by tyler dewar
530,art substance absence,alwar balasubramaniam sculpture play time shape shadow perspective four tricky sensation can reveal or conceal what really out there at tedindia artist show slide extraordinary installation
531,an independent diplomat,after year british diplomatic corp carne ross become freelance diplomat run bold nonprofit give small develop nation voice international relation at conference call new kind diplomacy give voice small country work change boundary welcome innovation
532,why live art matter,how can magic live theater live music live dance compete internet ben cameron offer bold look forward world where live art matter more than ever link human together at primal level share experience
533,this break,why be so many thing break in hilarious gel conference seth godin give tour thing poorly design reason why they be way fix them
534,discover ancient climate ocean ice,rob dunbar hunt data our climate year ago find clue inside ancient seabed coral inside ice sheet his work vital set baseline fix our current climate track rise deadly ocean acidification
535,how social network predict epidemic,after map human intricate social network nicholas christakis colleague jam fowler begin investigate information could better our live now reveal find these network can be use detect epidemic earlier than ever spread innovative idea risky behavior virus like
536,beginner,caroline phillips crank out tune folk instrument wheel fiddle a search basque melody follow her fun lesson it unique anatomy history
537,mother help mother fight hiv,in africa hiv infection be more prevalent doctor scarcer than anywhere else world with lack medical professional mitchell besser enlist help patient create an extraordinary network woman whose support each other change save live
538,why i be an activist,for last eight year pop singer annie lennox have devote majority her time her sing campaign raise awareness money combat she share experience have inspire her work nelson mandela meet little african girl desperate situation
539,future mobile phone,in short amaze demo fabian hemmert imagine one future mobile phone handset display information nonvisually it delightfully intuitive way communicate
540,early birdwatchers,bird perennial human fascination entertain medieval home long before science take them serious study wisdom bird author tim birkhead tour some intrigue birdwatcher lore dig up old field journal talk role play ornithology today
541,quantify self,at ted cannes gary wolf give intro an intrigue new pastime use mobile apps gadget track analyze your body mood diet spend just everything daily life can measure gloriously geeky detail
542,i be my connectome,sebastian seung map massively ambitious new model brain focus connection between each neuron he call our connectome a individual a our genome understand could open new way understand our brain our mind
543,bring peace mind afghanistan,when jungian analyst inge missmahl visit afghanistan she saw inner wound war widespread despair trauma depression and yet county million people there be only two dozen psychiatrist missmahl talk her work help build country system psychosocial counsel promote both individual perhaps national heal
544,how mr condom make thailand better place life love,thailand mr condom mechai viravaidya retell country bold plan raise it standard live start first step population control and mean lot frank funny very effective condom
545,be mushroom new plastic,product designer eben bayer reveal recipe new package material protect fragile stuff like furniture plasma screen environment
546,an economic reality check,a world face recession climate change inequity more tim jackson deliver pierce challenge establish economic principle explain might stop feed crisis start invest our future
547,tag tuna deep ocean,tuna be ocean athlete fast predator whose habit just begin understand marine biologist barbara block fit tuna track tag complete transponder record unprecedented amount data these gorgeous threaten fish ocean habitat they move through
548,good news decade we win war against child mortality,han rosling reframes year un data spectacular visuals light up an astonish piece good news we win war against child death along way debunk one flaw approach stats blot out such vital story
549,root plant intelligence,plant behave some oddly intelligent way fight predator maximize food opportunity but can think them a actually have form intelligence their own italian botanist stefano mancuso present intrigue evidence
550,haiti disaster engineer,haiti be not natural disaster say ted fellow peter haas it be disaster engineer a country rebuild after january deadly quake be bad old build practice create another tick time bomb haas group aidg help haiti builder learn modern build engineer practice assemble strong country brick by brick
551,art,natalie jeremijenko unusual lab put art work address environmental woe by combine engineer public art team volunteer these experiment include walk tadpole texting fish plant garden more
552,a message gay teen it get better,in courageous intensely emotional at city council fort worth texas councilman joel burn reach out target teen bully kid who be gay perceive a gay or just different vital message their live harassment they face
553,tough truth plastic pollution,artist dianna cohen share some tough truth plastic pollution ocean our live some thought free ourselves plastic gyre
554,power cartoon,in series witty punchlines patrick chappatte make poignant case power humble cartoon his project lebanon west africa gaza show right hand pencil can illuminate serious issue bring most unlikely people together
555,nothing but flower string quartet,david byrne sing talk head hit nothing but flower he accompany by thomas dolby string quartet ethel who make up house band
556,breakthrough design product,engineer ra mashelkar share three story design india use rethink some clever engineer bring expensive product car prosthetics into realm possible everyone
557,global power shift,historian diplomat joseph nye give u view shift power between china u global implication a economic political soft power shift move around globe
558,natural pest control use bug,what difference between pest bug shimon steinberg make case use good bug fight bad bug avoid chemical our quest perfect produce
559,glorious vision animation performance,use animation projection her own move shadow miwa matreyek perform gorgeous meditative piece inner outer discovery take quiet minute dive with music anna oxygen mirah caroline lufkin mileece
560,way game reward brain,we bring gameplay into more aspect our live spend countless hour real money explore virtual world imaginary treasure why a tom chatfield show game be perfectly tune dole out reward engage brain keep u quest more
561,without fraud,david bismark demo new system vote contain simple verifiable way prevent fraud miscount while keep each person vote secret
562,save ocean one island at time,aboard mission blue scientist greg stone tell story help republic kiribati create an enormous protect area middle pacific protect fish sealife perhaps island nation itself
563,brain,in quest map brain many scientist have attempt incredibly daunt task record activity each neuron gero miesenboeck work backward manipulate specific neuron figure out exactly what they do through series stun experiment reengineer way fruit fly percieve light
564,a orchestra imagination,musical innovator andrew bird wind together trademark violin technique xylophone vocal sophisticate electronic loop add uncanny ability whistle anything become rivet orchestra
565,teach design change,designer emily pilloton move rural bertie county north carolina engage bold experiment community transformation she teach class call studio h engage high schoolers mind body while bring smart design new opportunity poorest county state
566,path end ethnic conflict,civil war ethnic conflict have bring world incredible suffer but stefan wolff figure show last year their number have steadily decrease he extract critical lesson northern ireland liberia timor more show leadership diplomacy institutional design be our three most effective weapon wag peace
567,america native prisoner war,aaron huey effort photograph poverty america lead him pine ridge indian reservation where struggle native lakota people appal largely ignore compel him refocus five year work later haunt photo intertwine shock history lesson
568,make global labor fair,fla head auret van heerden talk next frontier worker right globalize industry where no single national body can keep worker safe protect how can keep our global supply chain honest van heerden make business case fair labor
569,a darwinian theory beauty,ted collaborate animator andrew park illustrate denis dutton provocative theory beauty art music other beautiful thing far be simply eye beholder be core part human nature deep evolutionary origin
570,what bike ride can teach,computer science professor shimon schocken also an avid mountain biker to share life lesson learn while rid begin an outdoor program israel juvenile inmate be touch by both their intense difficulty profound success photograph by raphael rabinovitz
571,make law high sea,kristina gjerde study law high sea percent our ocean protect by any national law at all gorgeous photo show hide world gjerde other lawyer be work protect trawl through smart policymaking healthy dose pr
572,protect brain against concussion,neuropsychologist kim gorgens make case better protect our brain against risk concussion compel pitch put helmet kid
573,woman wartime dream peace,in war often see only frontline story soldier combat at tedglobal zainab salbi tell powerful backline story woman who keep everyday life go during conflict call woman have place at negotiate table once fight over
574,creative house reclaim stuff,in funny inspire dan phillips tour u through dozen home build texas use recycle reclaim material wildly creative way brilliant design detail will refresh your own drive make more le
575,why not eat insect,marcel dicke make an appetizing case add insect everyone diet his message squeamish chef foodie delicacy like locust caterpillar compete meat flavor nutrition
576,how i teach rat sniff out land mine,no one know exactly many landmines still litter world but safe say million wait kill maim unsuspecting civilian clear them slow expensive dangerous founder apopo bart weetjens talk extraordinary project train rat sniff out land mine he show clip hero rat action preview work next phase teach them turn up tuberculosis lab
577,a vision sustainable restaurant,if be restaurant kitchen see much food water energy can be waste there chef arthur share very personal vision drastically reduce restaurant supermarket waste create recycle compost sustainable engine good good food
578,a feminine response iceland financial crash,halla tómasdóttir manage take her company audur capital through eye financial storm iceland by apply traditionally feminine value financial service at tedwomen she talk these value importance balance
579,a police chief difference,kiran bedi have surprise resume before become director general indian police service she manage one country toughest prison use new focus prevention education turn into center learn meditation she share her thought visionary leadership at tedwomen
580,new data rise woman,hanna rosin review startle new data show woman actually surpass men several important measure such a college graduation rat do these trend both global signal end men probably not but they point toward an important societal shift worth deep discussion
581,case collaborative consumption,in her rachel botsman say wire share show website like zipcar swaptree be change rule human behavior
582,life lesson big cat,beverly dereck joubert live bush film photograph lion leopard their natural habitat with stun footage some never before see they discus their personal relationship these majestic animal their quest save big cat human threat
583,story local,future green local majora carter tell three inspire story people who be save their own community while save planet
584,a test find more breast tumor why not available,work team physicist deborah rhodes develop new tool tumor detection time a effective a traditional mammogram woman dense breast tissue implication be stun so why have hear rhodes share story behind tool creation web politics economics keep mainstream use
585,a realistic vision world peace,nobel peace laureate jody williams bring tough love dream world peace her take what peace really mean set profound story zero creative struggle sacrifice those who work
586,game boy learn,in her ali pinpoint three reason boy be tune out school drove lay out her bold plan them bring their culture into classroom new rule let boy be boy video game teach a well a entertain
587,addict risk,day before journalist naomi klein be boat gulf mexico look at catastrophic result bp risky pursuit oil our society have become addict extreme risk find new energy new financial instrument more too often leave clean up mess afterward klein question what backup plan
588,sing after double lung transplant,you never sing again say her doctor but story very edge medical possibility operatic soprano charity tell double story survival her body double lung transplant her spirit fuel by an unwavering will sing a powerful story tedmed
589,economic injustice plastic,when throw away our plastic trash where do go in van jones show u our throwaway culture hit poor people poor country first worst consequence all share no matter where live ho offer some way reclaim our planet plastic garbage
590,visualize medical data explosion,medical scan can produce thousand image single patient second but do doctor know what useful scientific visualization expert anders ynnerman show u sophisticate new tool like virtual autopsy analyze our data hint at medical technology come up next this contain some graphic medical imagery
591,comedy,in demo heather knight introduce data robotic comedian do much more than rattle off gather audience feedback use software scott satkin varun ramakrishna at cmu tune it act a crowd respond be thing
592,it time redesign medical data,your medical chart hard access impossible read full information could make healthier if just know use at tedmed thomas goetz look at medical data make bold call redesign get more insight
593,draw humor change,new yorker cartoonist liza donnelly share portfolio her wise funny cartoon modern life talk humor can empower woman change rule
594,know thyself brain scanner,imagine play video game control by your mind now imagine game also teach your own pattern stress relaxation focus ariel garten show look at our own brain activity give new mean ancient dictum know thyself
595,council dad,diagnose cancer bruce feiler worry first young family so a share funny ramble ultimately thoughtful ask closest friend become council dad bring their own lifetime wisdom advise twin daughter a they grow
596,revive new york river oyster,architect kate orff see oyster a an agent urban change bundle into bed sink into city river oyster slurp up pollution make legendarily dirty water clean thus drive even more innovation orff share her vision an urban landscape link nature humanity mutual benefit
597,we be maker,america be build by maker curious enthusiastic amateur inventor whose tinker habit spark whole new industry at ted motorcity make magazine publisher dale dougherty say all maker at heart show cool new tool tinker like arduinos affordable printer even diy satellite
598,poem war peace woman power,poet suheir hammad perform two piece what i will break cluster meditation war peace woman power wait astonish line do not fear what have blow up if must fear unexploded
599,rise personal robot,cynthia breazeal wonder why can use robot mar but not our live room key she say train robot interact people now she dream up build robot teach learn play watch amaze demo footage new interactive game kid
600,mother daughter,they be call saint somalia doctor hawa abdi her daughter deqo mohamed discus their medical clinic somalia where face civil war open oppression woman they build hospital school community peace
601,a whistleblower have hear,world champion whistler geert chatrou perform whimsical eleonora by honhoff own fête de la belle in fascinate interlude talk what bring him craft
602,reconnecting compassion,term compassion typically reserve saintly or sappy have fall out touch reality at special tedprize un journalist krista tippett deconstruct mean compassion through several move story propose new more attainable definition word
603,inspire life immersion,we each want live life purpose but where start in luminous jacqueline novogratz introduce u people she meet her work patient capital people who have immerse themselves cause community passion justice these human story carry powerful moment inspiration
604,future business mesh,lisa gansky author mesh talk future business share all kind stuff either via smart rental or more boldly example across industry music car show close be meshy future
605,on be woman diplomat,former u secretary state madeleine albright talk bluntly politics diplomacy make case woman issue deserve place at center foreign policy far be soft issue she say woman issue be often very hardest one deal directly life death a frank funny q a pat mitchell paley center
606,save face a facial surgeon craft,maxillofacial surgeon iain hutchison work people whose face have be severely disfigure by push improve surgical technique help improve their live by commission their portrait celebrate their humanity note this contain image disfigure badly injure face may be disturb hutchison provide thoughtful answer a why disfigure face can shock u so deeply squeamish hide your screen but do keep listen portrait show come mark gilbert
607,curating humanity heritage,it be say when an elder die a if library burn anthropologist elizabeth lindsey national geographic fellow collect deep cultural knowledge pas down a story lore
608,understand cancer through proteomics,danny hill make case next frontier cancer research proteomics study protein body a hillis explain genomics show u list ingredient body while proteomics show u what those ingredient produce understand what go your body at protein level may lead new understand cancer happen
609,a modern take piano violin cello,three ahn sister cellist maria pianist lucia violinist angella breathe new life into piano trio their passionate musicmaking at tedwomen they start bright poppy skylife by david balakrishnan then play gorgeous slinky version oblivion by astor piazzolla
610,a historic moment arab world,a democratic revolution lead by young people sweep arab world wadah khanfar head al jazeera share profoundly optimistic view what happen egypt tunisia libya beyond at powerful moment when people realize they could step out their house ask change
611,my wish use art turn world inside out,french street artist jr use camera show world it true face by paste photo human face across massive canvas at make audacious ted prize wish use art turn world inside out
612,inside egyptian revolution,wael ghonim google executive who help jumpstart egypt democratic revolution facebook page memorialize victim regime violence speak at tedxcairo tell inside story past two month when everyday egyptian show power people stronger than people power
613,this her mother feminism,blogger courtney martin examine perennially load word feminism personal heartfelt she talk through three essential paradox her generation quest define term themselves
614,how keep river stream flow,with stream river dry up because rob harmon talk clever market mechanism bring back water farmer beer company find their fat intertwine tale prickly pear creek
615,sound universe make,we think space a silent place but physicist janna levin say universe have soundtrack sonic composition record some most dramatic event outer space black hole instance bang spacetime like drum an accessible soundwalk through universe
616,why light need darkness,light architect rogier van der heide offer beautiful new way look at world by pay attention light darkness example classic build illustrate deeply vision play light around u
617,evolution gift play bonobo ape human,with video primatologist isabel behncke izquierdo ted fellow show bonobo ape society learn constantly play solo friend even a prelude sex indeed play appear be bonobo key avoid conflict if work our close cousin why not u
618,sing primal mystery,human voice mysterious spontaneous primal with these word soprano claron mcfadden invite u explore mystery breathe sing a she perform intrigue modern song aria by john cage
619,google driverless car,sebastian thrun help build google amaze driverless car power by very personal quest save live reduce traffic accident jawdropping video show darpa car motor through busy city traffic no one behind wheel dramatic test drive footage demonstrate fast thing can really go
620,science squishy circuit,in zippy demo at ted u annmarie thomas show two different kind homemade play dough can be use demonstrate electrical property by light up led spin motor turn little kid into circuit designer
621,everyday compassion at google,google jolly good fellow tan talk company practice compassion it everyday business it bold side project
622,invention unlock artist,nerve disease al leave graffiti artist tempt paralyze head toe force communicate blink by blink in remarkable at tedactive entrepreneur mick ebeling share team collaborator build an invention give artist give others circumstance mean make art again
623,a song inspire by ocean,jackson browne play song be ocean or really be anywhere among passionate friend he start write song aboard mission blue voyage sylvia conference save ocean if i could be anywhere sing anywhere right now i would be here
624,remake my voice,when film critic roger ebert lose lower jaw cancer lose ability eat speak but do not lose voice in move ebert wife chaz friend dean ornish john hunter come together tell remarkable story
625,transplant cell not organ,pioneer surgeon susan lim perform first liver transplant asia but moral concern transplant where do donor liver come lead her look further ask could be transplant cell not whole organ at ink conference she talk through her new research discover heal cell some surprise place
626,what take do extreme astrophysics,all over planet giant telescope detector be look listen clue work universe at ink conference science writer anil ananthaswamy tour u around these amaze installation take u some most remote silent place earth
627,be ready,medical ethicist harvey fineberg show u three path forward human specie stop evolve completely evolve naturally or control next step human evolution use genetic modification make ourselves smarter faster better within our grasp what will do
628,security mirage,feel security reality security do always match say expert bruce schneier in explain why spend billion address news story risk like security theater now play at your local airport while neglect more probable risk can break pattern
629,use nature grow battery,inspire by an abalone shell angela belcher program virus make elegant nanoscale structure human can use select gene through direct evolution she produce virus can construct powerful new battery clean hydrogen fuel solar cell in her she show u do
