,title,id,text
170,دریا عرب,3670,دریا عرب
171,دریا عرب,3671,پرونده بندانگشت چپ نقشه جغرافیایی دریا عرب دریا عرب پهنه آب شمال شرق اقیانوس هند شبه جزیره عربستان هندوستان شمال متصل دریا عمان خلیج فارس پیوست#پیوند دریا عرب جزئی اقیانوس هند حداکثر پهنا دریا عرب کیلومتر حداکثر ژرفا برآورد کرد#کن بزرگ رودخانه دریا فرومی ریخت#ریز رود سند
172,سلجوق,3672,جعبه اطلاعات دودمان قدیم سلجوق دودمان سلجوق ایران سلجوق آسیا خاورمیانه پادشاه پادشاه قمر میلاد قمر میلاد
173,فهرست سرود ملی کشور,3680,فهرست سرود ملی کشور جهان آسیا سرود ملی جمهوری آذربایجان سرود ملی اردن سرود ملی افغانستان سرود ملی ایران هاتیکوا سرود ملی اسراییل قوم ترانه سرود ملی پاکستان سرود ملی تاجیکستان سرود ملی عراق سرود ملی سوریه سرود ملی لبنان سرود ملی ارمنستان اروپا سرود ملی روسیه سرود مارسییز سرود ملی فرانسه سرود ملی گرینلند سرود ملی ایتالیا سرود ملی آلمان سرود ملی بریتانیا سرود ملی جمهوری چک سرود ملی اسلواکی آمریکا پرچم پرستاره سرود ملی ایالات متحده آمریکا ای کانادا سرود ملی کانادا
174,سرود ملی تاجیکستان,3681,سرود ملی تاجیکستان گل کلدی سلیمان یوداکوف سرود ملی تاجیکستان فارس تاجیک نام سرود ملی معروف استقلال تاجیکستان اتحاد جماهیر شوروی سال رسمیت سرود گل کلدی گل ک لدی سروده سازنده موسیقی سلیمان یوداکوف متن سرود ملی تاجیکستان الفبا فارس الفبا سیریلیک الفبا لاتین دیار ارجمند
175,سنندج,3690,جعبه شهر ایران نام رسم سنندج نقشه آری عرض جغرافیایی جغرافیایی تصویر اندازه تصویر برچسب تصویر شهر سنندج نگاه استان کردستان شهرستان سنندج مرکزی شهرستان سنندج مرکزی دهستان نام محل سنه نام نام قدیم سینه دژ سنه دژ سینه سیر سخ سینه دژ یادکرد وب نشانی عنوان نام قدیم سنندج تاریخ بازدید اوت ناشر فرماندار سنندج سال شهرشدن دوره صفوی
176,محلات,3695,جعبه شهر ایران نام رسم محلات نقشه آری عرض جغرافیایی جغرافیایی تصویر اندازه تصویر برچسب تصویر تصویر خیابان محلات استان مرکزی شهرستان محلات مرکزی شهرستان محلات مرکزی نام محل نام نام قدیم سال شهرشدن جمعیت رشدجمعیت تراکم جمعیت زبان فارس وزارت امور خارجه بازدید ژانویه مذهب مساحت ارتفاع میانگین دما میانگین بارش سالانه شمارروزهای یخبندان شهردار ره شماره
177,معجزه,3699,کاربرد پرونده بندانگشت معجزه عرف عام حوادث شگفت آور غیرعادی فراطبیعی اطلاق اندیشه اسلام معجزه خارق العاده‌ای علل ماورا طبیعی اراده خدا شخص مد عی نبوت نشانه صدق اد عای همراه مبارزه طلبید#طلب ظاهر معجزه چیست معجزه چیست حوزه نت
178,کشیک نیک شهر,3702,جعبه اطلاعات روستا ایران نام رسم کشیک نقشه عرض جغرافیایی جغرافیایی تصویر اندازه تصویر برچسب تصویر استان سیستان بلوچستان شهرستان نیکشهر مرکزی شهرستان نیک شهر دهستان مهبان نام محل نام نام قدیم سال بنیاد جمعیت نفر رشدجمعیت تراکم جمعیت زبان مذهب مساحت ارتفاع میانگین دما میانگین بارش سالانه شمارروزهای یخبندان ره شماره وب جمله خوشامد پانویس
179,رده باور,3711,رده باور انبار رده ویکیگفتاورد رده باور رده گرایش گزاره رده اندیشه انتقاد رده سرچشمه دانش رده مفهوم شناخت شناخت#شناس رده مفهوم رده موضوعات اصل رده شناخت شناخت#شناس دین
180,پژوهش,3716,ویکی تغییرمسیر محقق پژوهش تحقیق هوشمندانه هوشیارانه خلاقانه سامانمند بازگویی بازنگری پدیده رخداد رفتار فرضیه انگاشته پژوهش استفاده پدیده موجود دست یافتن راهکار عملی فناوری کار معمول پژوهشگر نتایج پژوهش مجله علم علم ارائه پژوهش پرسش پژوهش پاسخ انواع پژوهش پژوهش پایه بنیاد پژوهش کاربرد
181,سونامی,3719,پرونده بندانگشت چپ امواج آبلرزه‌ای دسامبر کرانه ماله مالدیو ماله جزایر مالدیو کوبید امواج کشندی انگلیسی آب تاز آبلرزه سونامی پدیده جغرافیا یی غریاله لرزش شدید آب دریا گفت#گو زمین لرزه دریا پدید آب لرزه درآمده شکل موج عظیم کرانه رسیده ویرانی می‌آور د سونامی موقع حجم عظیم آب سرعت مرتفع می‌شو
182,الگو کاندید حذف,3721,تغییرمسیر الگو حذف زمان
183,ایجوان,3727,ایجوان فهرست کشور جهان کشور استان ارمنستان استان استان تاووش تاووش ت سیس شهردار واروژان نرسسیان سرشماری ساعت گرینویچ کد پست
184,تجریش,3730,جعبه شهر ایران نام رسم تجریش نقشه آری عرض جغرافیایی جغرافیایی تصویر اندازه تصویر برچسب تصویر استان تهران شهرستان شمیرانات مرکزی شهرستان شمیرانات مرکزی نام محل شمیران نام نام قدیم طجرشت سال شهرشدن
185,شازند,3733,گسترش جعبه شهر ایران نام رسم شازند نقشه آری عرض جغرافیایی جغرافیایی تصویر اندازه تصویر برچسب تصویر سراب عباس آباد شازند استان مرکزی شهرستان شازند مرکزی شهرستان شازند مرکزی نام محل نام ادریس آباد سربند سخ آزادشهر نام قدیم ادریس آباد آزادشهر شاه زند سال شهرشدن جمعیت نفر سال رشدجمعیت تراکم جمعیت زبان فارس لر ترکی یادکرد وب نشانی عنوان شهرستان شازند ناشر صداوسیما استان مرکزی
186,الگو زبان شناخت#شناس,3738,نوار جانبی زبان شناخت#شناس زبان شناخت#شناس زبانشناسی زبان شناخت#شناس نظر نظر زبان شناخت#شناس شناختی شناختی زبان شناخت#شناس زایش زایش زبان شناخت#شناس ی زبان شناخت#شناس نقش گرا نقشگرایی واج شناخت#شناس ساخت واژه سخ واج شناخت#شناس نحو واژگان معناشناسی کاربردشناسی نویسه شناخت#شناس دستور خط نشانه شناخت#شناس توصیف گرایی زبان توصیف
187,زمین لرزه سونامی اقیانوس هند,3739,پرونده بندانگشت زمین لرزه اقیانوس هند حرکت امواج حاصل پرونده چپ بندانگشت برخورد آبلرزه سونامی آئو نانگ تایلند زلزله میلاد اقیانوس هند بزرگای گشتاور دسامبر میلاد غرب سواحل سوماترا ی اندونزی اتفاق افتاد#افت آبلرزه حاصل زلزله مرگ نفر کشور گوناگون مثال مناطق فاصله مرکز لرزه آسیب دیده بندر بیلا کشور آسیب دیده
188,تویزه,3740,مسیر طاق
189,فرسب,3741,پرونده بندانگشت فرسب تزئین درب ورود چپ کلیسا قدیم میلان ایتالیا پرونده بندانگشت چپ فرسب افریز ستون نیایشگاه سلینونته جزیره سیسیل ایتالیا ف ر سب عضو افق نمایان معمار باستانی سر ستون معمار سرستون‌ها افریز حاشیه افق کتیبه قرار معمار ایران باستان سر ستون چندگانه دال عقاب گاودیس کله شیر ساخت#ساز سر ستون پالار پالارها فرسب پوشاند#پوشان
190,شیردال,3742,پرونده پرونده بندانگشت چپ شیردال هخامنش تخت جمشید شیردال گریفین انگلیسی پارس میانه ب شکوچ سخ موجود افسانه تن شیر گربه سان شیر سر عقاب دال گوش اسب تندیس شکل شیردال معمار کاربرد
191,تور کاشت#کار,3743,منبع انجام تزئینات گوناگون تور شکل سنگ چوب گچ معمار گوتیک تور کاشت#کار نامید#نام خرد انبار رده نگارخانه مسجد قرطبه ساراگوسا ساراگوسا ساراگوسا ساراگوسا رده پنجره رده تزیین رده معمار رده معمار کلیسا
192,مقیاس بزرگای گشتاور,3744,مقیاس بزرگای گشتاور نماد زیرنویس مقیاس اندازه توانایی زلزله استفاده مقایسه مقیاس ریشتر دلیل حاصل مقیاس زلزله برخلاف مقیاس ریشتر اشباع حاضر مقیاس رایج مقیاس استفاده مطالعات زلزله شناخت#شناس
193,زمین لرزه,3747,بهبود منبع پرونده بندانگشت چپ پرونده بندانگشت چپ م زان زلزله خ زی اخ ر ا ران پرونده بندانگشت چپ م زان زلزله ا ران
194,فهرست موجودات افسانه,3750,منبع پرونده بندانگشت چپ موجودات افسانه پرونده بندانگشت چپ موجود افسانه موجودات افسانه گلیم قفقاز موجودات افسانه موجودات تخیل ادبیات افسانه افسانه داستان مرد کشور گوناگون آن برمی خورد#خور موجودات افسانه نامدار فرهنگ ایران ازمابهتران اژدها اشوزوشت آل موجود افسانه آل آنزو اهریمن بشکوچ بختک پری دوال پا دیو دیو سپید دیو کماله رخ زار سیمرغ اسب تنه سیمرغ سمیر
195,جن,3751,کاربرد
196,پری,3752,پرونده بندانگشت چپ مجلس بزم نوازنده عود پ ری موجودات خیال موجودات افسانه افسانه فرهنگ عامه خرافات مردم نام سرزمین پر آثار اسطوره پریستان کوه قاف آسیا مقدم آغاز هزاره یکم پ م موطن اسکیت اشکودا پری اوستا موجود اهریمن اهریمن همانند فر مردم می‌فریبد فرهنگ ایران اسلام پر موجوات دوست داشتن مردم نیکوکار خوش نیت دوست آن خوشبخت کامروا رساند#رسان
197,فهرست روستا ایران,3758,فهرست نام روستا کشور ایران دیدن فهرست نام استان کلیک رده روستا استان آذربایجان شرق آذربایجان شرق فهرست روستا استان آذربایجان غرب آذربایجان غرب فهرست روستا استان اردبیل اردبیل فهرست روستا استان اصفهان اصفهان فهرست روستا استان البرز البرز فهرست روستا استان ایلام ایلام فهرست روستا استان بوشهر بوشهر فهرست روستا استان تهران تهران فهرست روستا استان چهارمحال بختیار چهارمحال بختیار فهرست روستا استان خراسان جنوبی خراسان جنوبی
198,فهرست شهر ایران,3760,فهرست نام شهر کشور ایران فهرست الفبا آ نام استان شهرستان تاریخ شهر جمعیت آب زنجان آب استان زنجان زنجان شهرستان طارم طارم آب استان بوشهر بوشهر شهرستان دشتستان دشتستان آباد استان خوزستان خوزستان شهرستان آباد آباد آباده استان فارس فارس شهرستان آباده آباده آباده طشک استان فارس فارس شهرستان نی ریز نی ریز آبدان استان بوشهر بوشهر شهرستان دیر دیر آبدانان
199,تفرش,3761,بهبود منبع جعبه شهر ایران نام رسم تفرش نقشه آری عرض جغرافیایی جغرافیایی تصویر اندازه تصویر برچسب تصویر آرامگاه دکتر حساب استان مرکزی شهرستان تفرش مرکزی شهرستان تفرش مرکزی نام محل نام نام قدیم گبر طبرس سال شهرشدن جمعیت سال آمار پایگاه اینترنت مرکز آمار ایران آمار سال رشدجمعیت تراکم جمعیت زبان فارس اخبار استان مرکزی مذهب شیعه
200,علی حاتمی,3776,جعبه زندگینامه نام شخص علی حاتمی نام اصل تصویر نام عباسعلی حاتمی مدرک لقب ملیت پرچم ایران فعالیت همسر زری خوشکام فرزند لیلا حاتمی والدین مدفن کار برجسته زمینه فعالیت کارگردان فیلم کارگردان فیلم نامه نویس تاریخ تولد مرداد سخ اوت محل تولد تهران تاریخ مرگ آذر سخ دسامبر محل مرگ تهران سرطان
201,شهرام ناظر,3777,تغییرمسیر ناظر جعبه اطلاعات هنرمند موسیقی نام شهرام ناظر تصویر شهرام ناظر توضیح تصویر شهرام ناظر اندازه تصویر دورنما زمینه خواننده تک نام اصل شهرام ناظر نام مستعار تولد بهمن سخ تولد سن سخ کرمانشاه ایران مرگ ملیت پرچم ایران ایران ی فرزند حافظ ناظر تار صوت سبک موسیقی اصیل ایران سخ موسیقی کردی سخ مقام موسیقی ایران موسیقی مقام ایران
202,چیکو,3778,منبع کاربرد چیکو درخت چیکو گیاه گیاه گلدار دولپه ای خلنگ سانان چیکوئیان چیکوها کارل لینه
203,یوکاتان,3780,ایالت مکزیک شبه جزیره نام شبه جزیره یوکاتان یوکاتان نام ویکمین ایالت کشور مکزیک شبه جزیره یوکاتان قرار فرهنگ حاکم منطقه کشف قاره آمریکا سفیدپوستان فرهنگ قوم سرخ پوست مایا امروزه مردم مایاتبار بزرگ جمعیت منطقه تشکیل دانشمند باورند شهابسنگ سترگ برافتادن نسل دایناسور زمین ناحیه یوکاتان سطح زمین برخورد ویکی انبار رده ایالت مکزیک رده یوکاتان
204,امیر ارسلان نامدار,3782,امیرارسلان نامدار مشهور داستان عامیانه داستان عامیانه زبان فارس داستان میرزا محمدعلی نقیب الممالک قصه گوی ناصرالدین شاه قاجار گفت#گو فخرالدوله دختر ناصرالدین شاه اتاق خواجه سرا نشست#نشین ماجرا بادقت مکتوب آن نقاش کشید#کش یادکرد کتاب کارنمای زن کارا ایران دیروز امروز نویسنده پوران فرخزاد فرخ زاد پوران ناشر نشر قطره شهر تهران سال شابک
205,موجودات افسانه فرهنگ جهان,3784,فرهنگ گوناگون ملل گوناگون جهان نام موجودات افسانه تخیل برمی خورد#خور نام موجودات اسب بالدار ابوالهول پری دریا تکشاخ خون آشام گرگینه آرگوس پاگنده انکانتادو پیچال پری گارودا زیلانت اوگر والکیری ا لف ترول ناگا کاپره کلپی کراکن کوبولد کوریگان مانتیکور هیدرا هیولا لاخ نس یتی زومبی موجودات تخیل یونان باستان آخرون یونان رود جهان زمین
206,خون آشام,3785,پرونده چپ انگشتدان نقاش هنر خون آشام
207,گرگینه,3787,پرونده بندانگشت چپ گرگینه اثر لوکاش کراناخ التره پرونده بندانگشت چپ چوب نگاره آلمان سال
208,روان شناخت#شناس صنعتی,3790,ادغام روان شناخت#شناس سازمان منبع ویکی مفاهیم روان شناخت#شناس شاخه علم ومعرفت مسئله نیرو انسان ودیگر جنبه دنیا کار کانون توجه روان شناخت#شناس صنعتی سازمان موضوع شاخه دانش مطالعه علم رابطه انسان دنیا کار واقع کاربرد بسط گسترش اصول روانشناسی
209,جی دی سالینجر,3797,جعبه اطلاعات شاعر نویسنده نام جی دی سالینجر تصویر توضیح تصویر پرتره جی دی سالینجر میلاد نام اصل جروم دیوید سالینجر زمینه فعالیت نویسنده ملیت ایالات متحده آمریکا آمریکایی تاریخ تولد تولد محل تولد منهتن نیویورک سیتی والدین مری جیلیچ سول سالینجر تاریخ مرگ مرگ سن محل مرگ کورنیش نیوهمپشر مرگ کهولت سن محل زندگی
210,گریگور نارکاتسی,3798,قدیس گریگور نارکاتسی گریگور نارکاتسی نسخه خط تاریخ تصویر کشید#کش راهب رشتونیک واسپوراکان دودمان باگراتونی ارمنستان
211,آشتاراک,3800,آشتاراک چپ سخ شهرک آشتاراک سخ سخ خانه موزه پرژ پروشیان مجسمه فهرست کشور جهان کشور استان ارمنستان استان استان آراگاتسوتن آراگاتسوتن شهردار آرمن آنتون معرف
212,استان ارمنستان,3801,استان شهر وضعیت ارمنستان سخ زبان ارمنی ارمنی نقشه کلیک خور استان ارمنستان حکومت متمرکز جمهوری ارمنستان استان سخ شهر وضعیت استان استان وایوتس جور وایوتس جور استان آرماویر آرماویر استان استان آرماویر آرماویر استان گغارکونیک گغارکونیک
213,الگو تقسیمات کشور ارمنستان,3802,تقسیمات کشور ارمنستان تقسیمات کشور ارمنستان پرونده پرچم ارمنستان استان استان آرارات آرارات استان آراگاتسوتن آراگاتسوتن استان آرماویر آرماویر استان تاووش تاووش استان سیونیک سیونیک استان شیراک شیراک استان کوتایک کوتایک استان گغارکونیک گغارکونیک استان لوری لوری استان وایوتس جور وایوتس جور شهر وضعیت ایروان پایتخت رده الگو زیربخش ارمنستان
214,استان آرماویر,3803,استان آرماویر استان ارمنستان استان استان آرماویر ارمنستان
215,استان وایوتس جور,3804,تغییرمسیر استان وایوتس جور
216,فهرست کتاب ارمنی ترجمه فارس,3809,فهرست پویا چندین رده نویسندگان ارمنی نویسندگان ارمنی زبان فارس ترجمه گشت#گرد نام آثار بدین شرح فغان نامه نارک ترجمه آزاد مات رمان تک درخت فندق وارتزگس پطروسیان گزیده شعر پارویر سواک حماسه جاوید دلاور ساسون باغ سیب باران داستان قصه نویسنده ارمنی درخت خردمند مجموعه شعر زبان ارمنی آندرانیک طهمازیان گلچین ادبیات نظم نثر ارمنی گردآورده میناس هوسپیان
217,کیلان,3814,جعبه شهر ایران نام رسم کیلان نقشه آری عرض جغرافیایی جغرافیایی تصویر اندازه تصویر برچسب تصویر استان تهران شهرستان دماوند مرکزی شهرستان دماوند مرکزی نام محل ک لون نام نام قدیم سال شهرشدن جمعیت نفر رشدجمعیت تراکم جمعیت زبان زبان تاتی ایران تاتی فارس مذهب مساحت ارتفاع میانگین دما میانگین بارش سالانه شمارروزهای یخبندان شهردار ره شماره وب جمله خوشامد شهر کیلان خوش آمد#آ پانویس
218,گرینلند,3820,جعبه اطلاعات کشور نام اصل سخ نام فارس رسم گروئنلند نام عادی گروئنلند تصویر پرچم تصویر نشان ملی شعار ملی سرود ملی سرود ملی گرینلند نونارپوت اوت قارسوئان گوراویت نقشه پایتخت نووک بزرگ شهر نووک گود هاب زبان رسم زبان گرینلند حکومت دموکراسی پارلمانی سخ مشروطه سلطنت حاکمان ملکه سلطنت ملکه سخ وزیر سخ وزیر
219,سرود ملی گرینلند,3821,سرود ملی گرینلند نونارپوت اوت قارسوئان گوراویت معنی ای سرزمین باستانی نام توسط هنریک لوند نوشته موسیقی ساخته یاناتان پیترسون فهرست سرود ملی کشور سرود ملی سال رسمیت سرود زبان گرینلند چپ چین
220,خواجه نصیرالدین طوس,3826,جعبه زندگینامه نام شخص خواجه نصیرالدین توسی نام تصویر عرض تصویر توضیح تصویر نام ابوجعفر محمد پسر محمد پسر حسن توسی جوایز دریافتی لقب استاد بشر عقل حاد عشر زمینه فعالیت فلسفه پزشک روان شناخت#شناس خداشناس ریاضیات منطق ادبیات نجوم ملیت ایران اهل توس دوره اوایل مغول ایلخان فعالیت سده هفتم قمر محل زندگی خراسان قزوین آذربایجان بغداد مذهب اسلام شیعه اسماعیلیه فرزند صدرالدین علی اصیل الدین حسن فخرالدین احمد والدین آرامگاه کاظمین مدفن نقش برجسته
221,رابرت اف کندی,3829,رابرت اف کندی سخ ار ایالت نیویورک ژانویه ژوئن کن کیتینگ چارلز گودل ام دادستان ایالات متحده آمریکا جان اف کندی سخ لیندون جانسون ژانویه سپتامبر بروکلاین ماساچوست
222,جمله,3835,ج مل ه واژه پارس سره جمله چک فراکرد مرتبط پیام کامل فرستنده پیام گوینده نویسنده گیرنده پیام شنونده خواننده رساند#رسان مقصود صورت جمله جمله مجموع جمله نگاه ساختار جمله ساده جمله فراکرد تشکیل یافت#یاب نمونه فردا سالگرد پیروزی مردم نیکاراگوئه جمله مرکب جمله فراکرد همپایه ساخت#ساز نمونه مریض دارو داد#ده مرد#میر
223,ضمیر,3836,منبع ض میر واژه ایست جایگزین اسم مثلا گفت#گو پرویز دید#بین پرویز گفت#گو گفت#گو پرویز دید#بین گفت#گو ضمایر فارس ضمایر فارس هشت گونه‌اند مشترک اشاره پرسش مبهم تعج شمارش ملک اختصاص جدول نشان دهنده ضمایر فارس گسسته پیوست#پیوند ضمایر گسسته پیوسته مفرد مفرد شخص م مان شخص ت تان شخص ش
224,شهره آغداشلو,3838,لحن جعبه بازیگر نام شهره آغداشلو تصویر توضیح تصویر نام اصل شهره وزیر تبار زمینه فعالیت سینما ملیت ایران تاریخ تولد اردیبهشت محل تولد تهران تاریخ مرگ محل مرگ محل زندگی مختصات محل زندگی مدفن مرگ نام پیشه بازیگر نقش برجسته خانه شن مه فعالیت تحصیلات دانش آموخته روابط الملل لندن
225,کتایون ریاحی,3841,جعبه بازیگر نام کتایون ریاحی تصویر توضیح تصویر نام صفحه چهارمین دوره جشنواره فیلم فجر نام اصل زمینه فعالیت سینما تلویزیون ملیت تاریخ تولد محل تولد تهران والدین اردشیر ریاحی گیتی ریاحی تاریخ مرگ محل مرگ محل زندگی مختصات محل زندگی جردن تهران مدفن نام پیشه هنرپیشه بازیگر نویسنده فعالیت
226,کومور,3842,جعبه اطلاعات کشور نام اصل ال ت حاد القمری نام فارس رسم اتحاد ق م ر نام عادی مجمع الجزایر قمر تصویر پرچم تصویر نشان ملی شعار ملی پارچگی همبستگی پیشرفت سرود ملی یگانگی جزایر والا نقشه پایتخت مورونی بزرگ شهر مورونی زبان رسم زبان عرب عرب زبان فرانسوی فرانسوی حکومت جمهوری فدرال حاکمان رئیس جمهور نام حاکمان اکیلیلو دونین تشکیل استقلال موارد منجر تشکیل فرانسه
227,مصر,3843,کاربرد جعبه اطلاعات کشور نام اصل جمهوری مصر العرب نام فارس رسم جمهوری عرب مصر نام عادی مصر تصویر پرچم تصویر نشان ملی شعار ملی زندگی سلامت رفاه سرود ملی سرود ملی مصر میهن میهن میهن نقشه پایتخت شهر قاهره بزرگ شهر قاهره زبان رسم عرب عرب حکومت جمهوری حاکمان فهرست رئیس جمهور مصر رئیس جمهور سخ وزیر
228,طواره,3844,منبع طواره نامی همگانی هفت طایفه بیابانگرد جنوبی بیابان سینا مصر نام طایفه بدینگونه ترابین مزینه اولاد سعید جبالیه علیقات صوالحه حویطات ایل طواره جنوبی سینا ایل تیاهه شمال سینا ایل ناسازگاری ستیز رده مصر
229,بنغازی,3845,جعبه شهر لیبی نام رسم بنغازی عرض جغرافیایی جغرافیایی تصویر اندازه تصویر برچسب تصویر استان بنغازی شهرستان نام محل نام قدیم سال شهرشدن جمعیت رشدجمعیت تراکم جمعیت زبان مذهب مساحت کیلومتر مربع ارتفاع میانگین دما میانگین بارش سالانه شمارروزهای یخبندان شهردار ره شماره وب جمله خوشامد پانویس ب نغازی بن غاز
230,خلیج سیدرا,3847,پرونده بندانگشت خلیج سیدرا سیرت عرب خلیج س رت نام خلیج دریا مدیترانه شمال کشور لیبی قرار سر سر بزرگ نامید#نام مقایسه سر
231,مصراته,3849,جعبه شهر لیبی نام رسم مصراته عرض جغرافیایی جغرافیایی تصویر اندازه تصویر برچسب تصویر پارک مرکزی شهر مصراته استان مصراته شهرستان نام محل نام قدیم سال شهرشدن جمعیت رشدجمعیت تراکم جمعیت زبان مذهب مساحت ارتفاع میانگین دما میانگین بارش سالانه شمارروزهای یخبندان شهردار ره شماره وب جمله خوشامد پانویس
232,استان سبها,3851,استان سبها شعب سبها سخ استان لیبی استان محدوده فعلی استان سبها لیبی استان سبها نقشه سابق لیبی
233,فزان,3852,منبع فزان پادشاه لیبی پایتخت سبها
234,طرح رود دست,3853,گسترش نما شماتیک پروژه پرونده بندانگشت چپ طرح رود دست طرح رود دست نام پروژه رودخانه مصنوع پروژه رودخانه عظیم ساخت بشر غیره شبکه لوله عظیم آب سفره آب زیرزمین لیبی مناطق مختلف کشور وصل
235,عجایب هفت گانه,3854,عجایب هفت گانه هفت برتر معمار مجسمه دوران باستان اطلاق هفت ظاهرا توسط فنیقیه فنیقیایی یونان یونان الاصل نام انتیپاتر صیدایی قرن میلاد کتاب ثبت کار فیلو اهل بیزانتیوم استرابون هرودوت دیودور سیسیل داد#ده انتیپاتر اهل سیدون انتیپاتر شعر سال میلاد سروده چشم دید#بین دیوار بابل دولت شهر بابل عظمت گذرگاه ارابه هاست مجسمه زئوس کران آلفوس باغ معلق بابل باغ معلق غول رودس کولسوس خورشید ا بهت اهرام جیزه اهرام سر آسمان سائیده آرامگاه هالیکارناسوس آرامگاه کران ماسول ام ا آنزمان نظ
236,ویکی پدیا جست#جو وجو,3855,صفحه اطلاعات نسبتا مفصل جست#جو وجو ویکی پدیا استفاده موتور جست#جو وجوی ویکی پدیا استفاده موتور جست#جو وجوی اینترنت گوگل اختیار گذاشت#گذار دنبال راهنمایی رابطه جست#جو وجو ویکی پدیا #هست ویکی پدیا پیدایش کن صفحه مراجعه جست#جو وجو ویکی پدیا راست صفحه جعبه متنی بالا عبارت جست#جو وجو کلید برو جست#جو وجو نوشته شد#شو ویکی پدیا دیدن نتایج جست#جو وجو قدم فاصله داشت#دار
237,دهدیوان,3860,منبع دهدیوان روستا فامنین استان همدان کیلومتر جاده همدان ساوه جمعیت جمعیت روستا بنا اهالی سالمند روستا گذشته خانوار می‌رسیده مدرک خانوار زندگی بنا اهالی باقی مانده روستا مهاجرت شهر اصل کاهش جمعیت روستا آب کشاورزی دائم کشتزار کشاورز مدرک اشتغال کار اصل مردم روستا کشاورزی دامدار شیوه سنت
238,رشته مروارید,3862,پرونده بندانگشت روجلد رشته مروارید چاپ رشته مروارید کردی سوران رشت ی مرواری نام کتاب کردی نوشت#نویس علا الدین سجاد ضرب المثلها جوک قصه کوتاه منابع رشته مروارید علا الد ن سجاد انتشارات افخم صفحه وز ر شوم ز چاپ سال نسخه ر ال رشته مروارید علاالدین سجاد انتشارات محمدی سقز جلد رشته مروارید علاالدین سجاد انتشارات نامعلوم صفحه جلد کتاب خرد رده کتاب کردی
239,کردی,3865,مسیر زبان کردی
240,بمباران گوگلی,3866,ویکی منبع بمباران گوگلی بمباران پیوند اصل بمباران موتور جستجو توسط پیوند لینک صفحه عبارت فرستاد#فرست ترتیب جستجو اساس عبارت کاربر جستجوگر صفحه پیوند هدایت
241,موتور جستجو پردازش,3868,بهبود منبع تاریخ سپتامبر موتور جستجو جویشگر فرهنگستان زبان ادب فارس فرهنگ علوم رایانه رایانه عموم برنامه گفت#گو کلمات کلیدی سند دادگان بانک اطلاعات جستجو اینترنت برنامه گفت#گو کلمات کلیدی موجود فایل‌ها سند وب جهانی گروه خبر منوهای گوفر آرشیو جستجو جویشگرهای امروزه معروف پراستفاده یاهو جستجو اشاره منابع پانویس
242,قضیه آخر فرما,3871,پرونده بندانگشت نسخه آرتمتیکای دیوفانت تفسیر فرما قضیه آخر قضیه آخر فرما مشهور قضیه تاریخ ریاضیات قضیه معادله جواب صحیح صفر اعداد اعداد صحیح صحیح صفر نمی‌توان جواب معادله
243,ناصرالدین شاه,3872,تغییرمسیر ناصرالدین شاه قاجار
244,آمل,3874,جعبه شهر ایران نام رسم آمل نقشه آری عرض جغرافیایی جغرافیایی تصویر اندازه تصویر برچسب تصویر استان مازندران شهرستان آمل مرکزی شهرستان آمل مرکزی دهستان نام محل آمل نام قدیم آمارد آمرد آمنیوس هفت شهر همرو آمرداد آموی آمله یادکرد وب نشانی عنوان دانشنامه ایرانیکا برخط تاریخ بازدید مه میلاد نویسنده
245,افلاطون,3879,جعبه اطلاعات فیلسوف عنوان افلاطون سرشناس تصویر پرونده نام آریستوکلس لقب افلاطون پلاتون یونان معنا چهارشانه نسب تاریخ تولد اردیبهشت می‌پ م روزشمار پ م شهر تولد آتن کشور تولد یونان تاریخ مرگ پ م سالگی شهر مرگ آتن کشور مرگ یونان مدفن نام همسر مجرد فرزند دین مذهب مکتب افلاطونی ت ثیرگرفته پارمنیدس فیثاغورث سخ سقراط ت ثیرگذار ارسطو فلوطین سخ آگوستین سهروردی فیلسوف غرب
246,فارس تاجیک,3880,تاجیک الفبا تاجیک یونیکد تاجیک تاجیکستان ازبکستان افغانستان قرقیزستان قزاقستان میلیون آمار رسم کشور تاجیکستان افغانستان
247,زبان تاجیک,3881,تغییرمسیر فارس تاجیک
248,اچ تی ام ال,3884,بهبود منبع اچ تی ام ال استاندارد وب زبان نشانه ابرمتنی کوته نوشت#نویس زنگام زبان نشانه ابرمتن سرنا زبان نشانه ابرمتنی زنگام واژه مصوب فرهنگستان زبان ادب فارس زبان انگلیسی انگلیسی یادکرد وب عنوان فرهنگ واژه مصو ب فرهنگستان لاتین نشانی ناشر فرهنگستان زبان ادب فارس تاریخ بازبینی ژانویه صفحه
249,زنگام,3885,اچ تی ام ال
250,دشت,3886,کاربرد پرونده بندانگشت ج لگه دشت دشت دشت سرزمین پست هموار آبرفت رود دریا دریاچه دائم ختم زمین مسطح نسبتا هموار معمولا بلندا اینگونه زمین روش گوناگون پدید آمد#آ حسب نام جلگه آبرفت جلگه ساحل مسیله
251,لاه جان,3889,لاهیجان
